"","runtime","isAuto","qty","totImps","maxInks","totInks","locs","gini"
"698",161218,1,157,785,4,5,2,0.3
"699",82739,0,36,108,2,2,1,0
"700",3729,1,35,140,2,4,2,0
"701",2446,1,50,100,1,2,2,0
"702",1672,0,11,22,1,1,1,0
"703",8,0,18,18,1,1,1,0
"704",3194,0,15,60,1,2,2,0
"705",288,0,3,6,1,1,1,0
"706",107,0,5,20,1,2,2,0
"707",881,0,50,150,2,2,1,0
"708",6335,1,40,80,2,3,2,0.17
"709",712,0,12,24,1,1,1,0
"710",454,0,11,22,1,1,1,0
"711",232,0,4,8,1,1,1,0
"712",188,0,3,6,1,1,1,0
"713",3760,0,30,120,1,2,2,0
"714",2964,0,3,21,3,5,2,0.1
"715",1222,0,10,20,1,1,1,0
"716",1189,0,23,161,4,5,2,0.3
"717",66401,0,3,12,1,2,2,0
"718",2291,0,15,15,1,1,1,0
"719",1018,0,7,42,1,2,2,0
"720",1093,0,24,48,2,2,1,0
"721",799,0,32,32,1,1,1,0
"722",663,0,14,14,1,1,1,0
"723",1667,0,6,18,2,2,1,0
"724",58608,0,8,32,1,2,2,0
"725",395,0,12,24,1,1,1,0
"726",1,0,3,9,2,3,2,0.17
"727",914,0,18,36,1,1,1,0
"728",1909,0,15,60,1,2,2,0
"729",3213,0,15,60,1,2,2,0
"730",81824,0,33,66,1,1,1,0
"731",839,0,17,68,1,2,2,0
"732",4,0,4,4,1,1,1,0
"733",526,0,15,15,1,1,1,0
"734",991,0,20,40,1,1,1,0
"735",1080,0,5,10,1,1,1,0
"736",1977,0,10,40,1,2,2,0
"737",80741,0,20,40,1,1,1,0
"738",84197,0,40,80,1,1,1,0
"739",4898,0,13,52,1,2,2,0
"740",9,0,13,26,1,1,1,0
"741",617,0,25,25,2,2,1,0
"742",181,0,10,40,1,2,2,0
"743",3439,0,4,8,1,2,2,0
"744",889,0,3,12,1,2,2,0
"745",1288,0,17,51,3,3,1,0
"746",2380,0,10,20,1,1,1,0
"747",1740,0,11,22,1,1,1,0
"748",1054,0,11,22,1,1,1,0
"749",4,0,8,16,2,2,1,0
"750",2370,0,16,80,2,3,2,0.17
"751",2,0,30,150,2,3,2,0.17
"752",1705,0,6,30,2,3,2,0.17
"753",1,1,7,14,1,1,1,0
"754",3843,0,87,87,1,1,1,0
"755",7450,0,10,20,1,2,2,0
"756",248,0,10,20,1,1,1,0
"757",3506,0,23,92,1,2,2,0
"758",4097,0,20,80,1,2,2,0
"759",676,0,3,12,1,2,2,0
"760",394,0,4,12,2,2,1,0
"761",4236,0,36,216,1,3,3,0
"762",5875,0,45,180,1,2,2,0
"763",2724,0,13,52,1,2,2,0
"764",863,0,17,34,2,2,1,0
"765",590,0,7,14,1,2,2,0
"766",4,1,55,165,2,3,2,0.17
"767",1820,0,17,34,2,2,1,0
"768",2,0,16,64,1,2,2,0
"769",3514,0,8,48,2,4,2,0
"770",2654,0,33,66,1,1,1,0
"771",2529,1,150,300,1,2,2,0
"772",3119,0,15,90,2,3,2,0.17
"773",394,0,10,20,1,2,2,0
"774",2,0,3,12,1,2,2,0
"775",3,0,15,60,1,2,2,0
"776",4597,1,100,200,2,2,1,0
"777",133,0,10,40,2,3,2,0.17
"778",308,0,15,15,1,1,1,0
"779",3356,0,14,28,1,1,1,0
"780",16,0,8,16,1,1,1,0
"781",530,0,7,14,1,1,1,0
"782",1261,0,4,8,1,1,1,0
"783",1457,0,22,22,1,1,1,0
"784",3963,0,24,96,2,4,2,0
"785",1330,0,18,54,2,2,1,0
"786",3347,1,30,30,1,1,1,0
"787",2789,0,20,80,1,2,2,0
"788",1946,0,11,33,2,2,1,0
"789",7637,0,20,80,1,2,2,0
"790",1008,0,15,30,2,2,1,0
"791",801,0,3,12,1,2,2,0
"792",577,0,9,18,2,2,1,0
"793",2655,0,15,120,2,4,2,0
"794",1,0,21,63,1,1,1,0
"795",3483,0,11,88,2,3,2,0.17
"796",371,0,6,12,1,2,2,0
"797",10,0,9,9,1,1,1,0
"798",2334,0,22,44,1,1,1,0
"799",225,0,3,12,2,2,1,0
"800",3186,0,8,32,1,2,2,0
"801",765,0,7,14,1,2,2,0
"802",2,0,9,36,1,2,2,0
"803",7242,1,55,55,1,1,1,0
"804",1418,0,15,30,1,2,2,0
"805",1,0,7,28,1,2,2,0
"806",1099,0,7,21,1,2,2,0
"807",3105,0,10,10,1,1,1,0
"808",456,0,3,12,1,2,2,0
"809",907,0,3,6,2,2,1,0
"810",1,0,20,40,1,2,2,0
"811",350,0,5,10,1,1,1,0
"812",1675,0,30,60,1,1,1,0
"813",3542,0,27,108,1,2,2,0
"814",4,0,22,44,1,2,2,0
"815",1799,0,58,290,2,3,2,0.17
"816",8361,1,83,415,6,8,2,0.25
"817",3063,0,14,56,1,2,2,0
"818",2,0,17,34,1,1,1,0
"819",198,0,30,180,2,4,2,0
"820",1763,0,12,48,1,2,2,0
"821",2,0,27,108,1,2,2,0
"822",38,0,3,6,1,1,1,0
"823",2361,0,25,50,1,2,2,0
"824",348,0,15,30,1,1,1,0
"825",2780,0,18,126,3,4,2,0.25
"826",1723,0,6,24,1,2,2,0
"827",341,0,7,14,1,1,1,0
"828",2754,1,44,176,1,2,2,0
"829",1582,0,24,48,1,2,2,0
"830",1862,0,17,68,1,2,2,0
"831",2350,0,23,23,1,1,1,0
"832",1544,0,15,60,1,2,2,0
"833",5808,0,15,45,2,3,2,0.17
"834",1335,0,6,24,1,2,2,0
"835",2019,0,21,84,2,2,1,0
"836",406,0,12,12,1,1,1,0
"837",2792,0,13,78,2,3,2,0.17
"838",669,0,10,20,1,2,2,0
"839",13,0,12,48,1,2,2,0
"840",11735,0,32,224,3,5,2,0.1
"841",2164,0,11,44,1,2,2,0
"842",2263,0,28,112,4,6,2,0.17
"843",418,0,7,21,2,2,1,0
"844",3,0,15,60,1,2,2,0
"845",3,0,6,24,1,2,2,0
"846",1714,0,6,30,1,2,2,0
"847",2,0,3,3,1,1,1,0
"848",4234,0,20,120,1,2,2,0
"849",3,0,9,54,1,2,2,0
"850",1631,0,10,20,1,1,1,0
"851",3849,0,100,100,1,1,1,0
"852",4345,1,100,400,3,6,2,0
"853",630,0,27,27,1,1,1,0
"854",3229,1,51,255,4,6,2,0.17
"855",1234,0,9,36,2,4,2,0
"856",3677,1,50,100,2,2,1,0
"857",2158,0,28,56,1,2,2,0
"858",3252,0,16,16,1,1,1,0
"859",60582,1,123,738,2,4,2,0
"860",3615,0,45,180,1,2,2,0
"861",1386,0,8,40,1,2,2,0
"862",3,0,20,80,1,2,2,0
"863",1653,0,9,36,1,2,2,0
"864",397,0,12,12,1,1,1,0
"865",1372,1,40,160,1,2,2,0
"866",241,0,3,6,1,1,1,0
"867",2998,0,22,132,2,4,2,0
"868",1624,0,12,48,1,2,2,0
"869",1149,0,9,9,1,1,1,0
"870",845,0,18,36,1,2,2,0
"871",608,1,50,50,1,1,1,0
"872",5153,1,150,300,1,1,1,0
"873",3985,0,31,93,2,3,2,0.17
"874",238,0,10,40,1,2,2,0
"875",8888,0,11,22,1,2,2,0
"876",4840,0,24,144,2,4,2,0
"877",356,0,8,32,1,2,2,0
"878",5380,1,50,150,2,3,2,0.17
"879",13,0,6,24,2,3,2,0.17
"880",367,0,10,10,1,1,1,0
"881",3,0,14,28,1,1,1,0
"882",215,0,5,20,1,1,1,0
"883",1512,0,5,5,1,1,1,0
"884",2,0,21,147,2,4,2,0
"885",2,0,8,16,1,2,2,0
"886",990,0,20,40,1,2,2,0
"887",1153,0,33,33,1,1,1,0
"888",3,0,3,3,1,1,1,0
"889",1470,1,40,160,2,4,2,0
"890",1142,0,3,12,1,2,2,0
"891",2430,0,40,160,1,2,2,0
"892",4912,0,35,280,3,6,2,0
"893",5035,0,31,155,2,3,2,0.17
"894",335,0,6,12,1,1,1,0
"895",1643,0,23,46,1,2,2,0
"896",2179,0,32,96,2,3,2,0.17
"897",2,0,20,20,1,1,1,0
"898",935,0,4,12,2,3,2,0.17
"899",1451,0,8,16,1,1,1,0
"900",5948,1,33,165,4,7,2,0.07
"901",2612,0,3,6,1,1,1,0
"902",1526,0,19,76,1,2,2,0
"903",632,0,12,24,2,2,1,0
"904",814,0,11,22,1,2,2,0
"905",2498,0,8,16,1,1,1,0
"906",29,0,10,10,1,1,1,0
"907",2259,0,6,24,1,2,2,0
"908",3244,0,17,51,2,3,2,0.17
"909",969,0,10,40,2,2,1,0
"910",431,0,10,40,2,2,1,0
"911",1539,0,12,48,1,2,2,0
"912",2646,0,10,20,1,1,1,0
"913",2245,0,13,52,1,2,2,0
"914",11560,0,13,26,1,1,1,0
"915",2153,0,50,50,1,1,1,0
"916",2350,0,38,76,1,1,1,0
"917",5,0,13,52,2,2,1,0
"918",2137,0,17,34,1,1,1,0
"919",4081,0,27,135,1,2,2,0
"920",2736,0,14,56,1,2,2,0
"921",5076,0,48,144,2,2,1,0
"922",275,0,1,4,1,2,2,0
"923",2345,0,24,96,1,2,2,0
"924",1228,0,11,44,1,2,2,0
"925",2683,0,22,88,3,3,1,0
"926",1017,0,3,3,1,1,1,0
"927",582,0,3,12,1,2,2,0
"928",5881,1,81,243,1,2,2,0
"929",5,0,20,20,1,1,1,0
"930",13121,0,60,120,1,2,2,0
"931",4410,1,70,140,3,5,2,0.1
"932",1236,0,12,12,1,1,1,0
"933",1464,0,24,48,1,1,1,0
"934",244,0,4,8,1,1,1,0
"935",331,0,4,8,1,1,1,0
"936",374,0,7,14,1,1,1,0
"937",4854,0,55,110,1,2,2,0
"938",2358,0,24,72,2,2,1,0
"939",82,0,7,14,1,1,1,0
"940",368,0,8,8,1,1,1,0
"941",1,0,8,64,2,4,2,0
"942",4779,0,30,300,5,6,2,0.33
"943",190,0,10,60,2,3,2,0.17
"944",139,0,23,92,1,2,2,0
"945",303,0,11,33,2,2,1,0
"946",2319,0,28,84,2,2,1,0
"947",1094,0,7,21,2,2,1,0
"948",1128,0,4,16,1,2,2,0
"949",889,0,17,85,2,3,2,0.17
"950",2457,0,20,60,2,2,1,0
"951",4167,0,36,216,2,4,2,0
"952",7,0,3,9,1,1,1,0
"953",1,0,3,6,1,2,2,0
"954",1397,0,7,28,1,2,2,0
"955",687,0,8,48,2,4,2,0
"956",1494,0,18,54,2,2,1,0
"957",1409,0,3,12,2,2,1,0
"958",466,0,3,18,2,4,2,0
"959",2,0,6,24,1,2,2,0
"960",2984,0,3,6,1,1,1,0
"961",3693,0,25,75,1,2,2,0
"962",604,0,12,12,1,1,1,0
"963",7618,1,350,700,1,2,2,0
"964",3336,0,33,132,1,2,2,0
"965",1384,0,41,41,1,1,1,0
"966",1,0,10,20,2,2,1,0
"967",1,0,32,64,1,2,2,0
"968",954,0,14,28,1,1,1,0
"969",445,0,3,6,1,2,2,0
"970",606,0,3,6,1,1,1,0
"971",1747,0,10,20,1,2,2,0
"972",1,0,5,10,1,2,2,0
"973",1011,0,15,30,1,1,1,0
"974",1,0,6,12,1,1,1,0
"975",572,0,15,15,1,1,1,0
"976",2393,0,24,48,1,2,2,0
"977",1,0,14,28,1,2,2,0
"978",1,0,3,3,1,1,1,0
"979",1137,0,20,40,1,1,1,0
"980",1,0,27,108,2,4,2,0
"981",2,0,7,28,1,2,2,0
"982",1278,0,8,8,1,1,1,0
"983",1237,0,6,12,2,2,1,0
"984",1,0,27,108,1,2,2,0
"985",1518,0,3,6,1,1,1,0
"986",8591,1,61,244,3,4,2,0.25
"987",1623,0,6,24,1,2,2,0
"988",7599,0,21,105,2,3,2,0.17
"989",364,0,3,6,1,1,1,0
"990",1,0,4,12,2,2,1,0
"991",545,0,8,24,2,2,1,0
"992",1499,0,4,16,1,2,2,0
"993",3166,0,25,150,2,4,2,0
"994",734,0,24,24,1,1,1,0
"995",739,0,12,24,2,2,1,0
"996",518,0,3,6,1,2,2,0
"997",2258,0,24,72,2,2,1,0
"998",1,0,18,72,1,2,2,0
"999",526,0,11,22,1,1,1,0
"1000",666,0,12,24,1,1,1,0
"1001",686,0,10,20,1,1,1,0
"1002",4405,0,5,20,1,2,2,0
"1003",2418,0,18,90,2,3,2,0.17
"1004",1973,0,16,32,1,1,1,0
"1005",507,0,7,7,1,1,1,0
"1006",1211,0,18,54,2,2,1,0
"1007",1,0,5,30,2,4,2,0
"1008",1133,0,5,20,2,2,1,0
"1009",1297,0,23,69,2,3,2,0.17
"1010",3256,0,35,105,2,2,1,0
"1011",1266,0,6,18,2,2,1,0
"1012",387,0,6,12,1,1,1,0
"1013",2714,1,50,100,1,1,1,0
"1014",1850,0,23,46,2,2,1,0
"1015",1,0,29,29,1,1,1,0
"1016",432,0,7,14,1,1,1,0
"1017",5876,0,40,240,2,4,2,0
"1018",1204,0,3,6,1,2,2,0
"1019",1292,1,40,120,2,3,2,0.17
"1020",5403,1,36,144,1,2,2,0
"1021",2199,0,10,40,1,2,2,0
"1022",1778,0,11,22,1,1,1,0
"1023",4471,0,29,174,4,6,2,0.17
"1024",4213,0,25,75,2,2,1,0
"1025",1120,0,3,12,1,2,2,0
"1026",1627,0,3,12,1,2,2,0
"1027",4583,1,63,189,6,6,1,0
"1028",397,0,7,14,1,2,2,0
"1029",772,0,6,12,1,1,1,0
"1030",7,0,5,10,1,1,1,0
"1031",765,0,10,20,2,2,1,0
"1032",2068,0,14,28,1,1,1,0
"1033",3973,0,20,120,2,4,2,0
"1034",590,0,12,24,1,1,1,0
"1035",2906,0,6,24,2,4,2,0
"1036",455,0,14,28,1,1,1,0
"1037",2656,0,30,60,1,2,2,0
"1038",1438,0,44,88,1,1,1,0
"1039",153,0,6,24,2,2,1,0
"1040",549,0,8,24,1,1,1,0
"1041",1272,0,13,26,1,1,1,0
"1042",2,0,3,6,1,1,1,0
"1043",1293,0,10,40,1,2,2,0
"1044",1680,0,50,100,1,1,1,0
"1045",217,0,5,5,1,1,1,0
"1046",2046,0,11,44,1,2,2,0
"1047",1,0,15,120,2,4,2,0
"1048",4,0,3,9,2,3,2,0.17
"1049",541,0,10,20,1,1,1,0
"1050",1589,0,8,32,1,2,2,0
"1051",732,0,7,21,2,2,1,0
"1052",1310,1,65,130,1,1,1,0
"1053",1,0,30,30,1,1,1,0
"1054",1316,0,10,40,2,4,2,0
"1055",353,0,15,15,1,1,1,0
"1056",1464,0,8,32,2,2,1,0
"1057",1,0,15,60,1,2,2,0
"1058",822,0,3,6,2,2,1,0
"1059",1,0,25,25,1,1,1,0
"1060",12,0,3,3,1,1,1,0
"1061",3232,1,120,240,1,2,2,0
"1062",725,0,5,10,1,1,1,0
"1063",660,0,11,22,1,2,2,0
"1064",3507,0,6,24,2,4,2,0
"1065",28,1,88,352,1,2,2,0
"1066",3682,0,4,28,2,3,2,0.17
"1067",1305,0,16,32,1,2,2,0
"1068",1941,0,12,96,2,4,2,0
"1069",3470,0,28,168,6,6,1,0
"1070",3,0,3,6,1,1,1,0
"1071",4097,0,19,38,1,1,1,0
"1072",979,0,12,12,1,1,1,0
"1073",563,0,4,16,1,2,2,0
"1074",2987,0,25,50,1,1,1,0
"1075",1316,0,9,36,1,2,2,0
"1076",3,0,28,28,1,1,1,0
"1077",1687,0,28,56,1,1,1,0
"1078",2477,0,3,12,1,2,2,0
"1079",834,0,31,31,1,1,1,0
"1080",1967,0,6,36,2,4,2,0
"1081",2,0,4,16,1,2,2,0
"1082",1041,0,15,30,1,1,1,0
"1083",967,0,6,24,1,2,2,0
"1084",426,0,14,28,1,1,1,0
"1085",778,0,5,10,1,1,1,0
"1086",2314,0,20,80,1,2,2,0
"1087",5724,0,22,110,3,5,2,0.1
"1088",427,0,6,18,3,3,1,0
"1089",601,0,6,24,2,2,1,0
"1090",1998,0,35,70,1,1,1,0
"1091",760,0,25,100,1,2,2,0
"1092",193,0,6,30,4,5,2,0.3
"1093",1009,0,22,66,2,2,1,0
"1094",335,0,3,6,1,1,1,0
"1095",2995,0,37,148,1,2,2,0
"1096",1,0,34,34,1,1,1,0
"1097",1159,1,66,66,1,1,1,0
"1098",151,0,4,8,1,1,1,0
"1099",125,0,10,20,1,1,1,0
"1100",770,0,4,16,1,2,2,0
"1101",1313,0,15,15,1,1,1,0
"1102",1164,0,32,32,1,1,1,0
"1103",6732,0,30,120,3,4,2,0.25
"1104",1,0,4,24,1,2,2,0
"1105",2701,0,24,72,1,1,1,0
"1106",2257,0,12,48,1,2,2,0
"1107",1285,0,15,60,1,2,2,0
"1108",2628,0,24,96,3,4,2,0.25
"1109",352,0,7,14,1,1,1,0
"1110",10171,1,103,412,2,3,2,0.17
"1111",353,0,34,102,2,2,1,0
"1112",4582,0,50,200,2,2,1,0
"1113",1,0,11,22,1,2,2,0
"1114",206,0,3,6,1,1,1,0
"1115",1195,0,10,20,1,2,2,0
"1116",1531,0,18,72,2,2,1,0
"1117",768,0,4,4,1,1,1,0
"1118",2,0,25,100,1,2,2,0
"1119",2906,0,50,100,1,1,1,0
"1120",459,0,10,20,1,1,1,0
"1121",264,0,8,8,1,1,1,0
"1122",1322,0,36,72,1,2,2,0
"1123",1490,0,7,21,2,3,2,0.17
"1124",543,0,5,20,2,2,1,0
"1125",302,0,13,13,1,1,1,0
"1126",3117,0,11,66,2,4,2,0
"1127",1593,0,36,72,1,1,1,0
"1128",1489,0,4,16,1,2,2,0
"1129",796,0,11,44,1,2,2,0
"1130",1415,0,24,48,1,1,1,0
"1131",5639,0,36,216,2,4,2,0
"1132",1,0,3,6,1,1,1,0
"1133",381,0,40,200,2,3,2,0.17
"1134",2384,0,5,10,1,1,1,0
"1135",251,0,5,10,1,1,1,0
"1136",105,0,36,72,2,2,1,0
"1137",3489,0,12,48,2,3,2,0.17
"1138",678,0,6,12,1,1,1,0
"1139",1392,0,6,36,1,2,2,0
"1140",2015,0,24,96,1,2,2,0
"1141",5002,0,29,116,2,2,1,0
"1142",422,0,3,6,1,1,1,0
"1143",961,0,9,36,1,2,2,0
"1144",673,1,40,80,1,1,1,0
"1145",268,0,5,10,2,2,1,0
"1146",489,0,30,30,1,1,1,0
"1147",1589,0,10,20,1,1,1,0
"1148",3517,0,12,72,2,4,2,0
"1149",0,0,8,40,2,3,2,0.17
"1150",4483,0,25,100,1,2,2,0
"1151",314,0,3,6,1,1,1,0
"1152",4322,1,58,232,1,2,2,0
"1153",2754,0,20,160,6,7,2,0.36
"1154",1915,0,17,68,3,3,1,0
"1155",6754,1,200,400,3,4,2,0.25
"1156",2,0,13,26,2,2,1,0
"1157",2357,0,34,68,1,1,1,0
"1158",4095,0,20,80,1,2,2,0
"1159",3817,1,50,150,3,3,1,0
"1160",3465,0,30,60,1,1,1,0
"1161",1033,0,20,40,2,2,1,0
"1162",1420,0,5,30,1,2,2,0
"1163",194,0,10,10,1,1,1,0
"1164",2977,0,35,70,1,2,2,0
"1165",2897,0,25,100,1,2,2,0
"1166",1627,0,10,40,1,2,2,0
"1167",2,0,20,120,2,4,2,0
"1168",2031,0,20,40,1,1,1,0
"1169",3618,0,4,12,2,2,1,0
"1170",1,0,7,7,1,1,1,0
"1171",3926,1,50,250,1,3,3,0
"1172",2,0,5,20,1,2,2,0
"1173",1282,0,9,36,2,2,1,0
"1174",606,0,4,8,1,2,2,0
"1175",445,0,3,3,1,1,1,0
"1176",1107,0,30,60,1,1,1,0
"1177",609,0,12,36,1,1,1,0
"1178",803,0,20,40,1,1,1,0
"1179",415,0,12,12,1,1,1,0
"1180",1540,0,13,26,1,2,2,0
"1181",246,0,3,3,1,1,1,0
"1182",2263,0,25,100,1,2,2,0
"1183",2,0,6,24,3,3,1,0
"1184",3958,0,26,156,3,4,2,0.25
"1185",1,0,5,15,2,2,1,0
"1186",1182,0,5,20,1,2,2,0
"1187",968,0,8,32,1,2,2,0
"1188",888,0,21,42,1,1,1,0
"1189",919,0,29,29,1,1,1,0
"1190",2,0,5,15,2,2,1,0
"1191",908,0,13,26,1,1,1,0
"1192",2,0,30,120,1,2,2,0
"1193",1483,0,10,40,2,2,1,0
"1194",1,0,12,24,1,2,2,0
"1195",1,0,8,16,1,1,1,0
"1196",3,0,3,6,1,1,1,0
"1197",2,0,15,60,1,2,2,0
"1198",2137,0,7,28,1,2,2,0
"1199",101,0,3,3,1,1,1,0
"1200",1270,0,26,52,1,1,1,0
"1201",853,0,3,18,2,4,2,0
"1202",1400,0,20,40,1,1,1,0
"1203",2490,0,26,104,1,2,2,0
"1204",1763,1,100,100,1,1,1,0
"1205",1,0,12,36,2,2,1,0
"1206",2,0,10,20,2,2,1,0
"1207",2834,0,27,81,3,3,1,0
"1208",1983,0,12,36,2,2,1,0
"1209",872,0,7,14,1,1,1,0
"1210",3912,0,36,144,2,4,2,0
"1211",1273,0,12,12,1,1,1,0
"1212",1,0,40,80,1,2,2,0
"1213",2036,0,25,25,1,1,1,0
"1214",15767,0,29,174,4,4,1,0
"1215",2624,0,45,90,1,1,1,0
"1216",1068,0,11,22,1,1,1,0
"1217",1542,0,5,10,1,1,1,0
"1218",54964,1,145,145,1,1,1,0
"1219",3613,0,32,128,2,2,1,0
"1220",1458,0,7,28,1,2,2,0
"1221",1777,0,13,52,1,2,2,0
"1222",2,0,48,48,1,1,1,0
"1223",5142,0,21,63,2,3,2,0.17
"1224",3,0,12,24,1,1,1,0
"1225",224,0,3,6,1,1,1,0
"1226",1500,0,41,82,1,2,2,0
"1227",1062,0,9,18,1,2,2,0
"1228",3,0,17,17,1,1,1,0
"1229",1411,0,7,28,1,2,2,0
"1230",403,0,8,8,1,1,1,0
"1231",683,0,3,12,1,2,2,0
"1232",11,0,3,6,1,1,1,0
"1233",1,0,24,48,1,1,1,0
"1234",3564,0,29,116,2,2,1,0
"1235",10073,1,450,900,1,2,2,0
"1236",134,0,4,4,1,1,1,0
"1237",343,0,10,10,1,1,1,0
"1238",508,0,12,24,1,2,2,0
"1239",7,0,8,16,1,2,2,0
"1240",930,0,8,24,2,2,1,0
"1241",4,0,5,15,2,2,1,0
"1242",98,0,5,5,1,1,1,0
"1243",2,0,3,9,3,3,1,0
"1244",144,0,6,6,1,1,1,0
"1245",501,0,10,20,1,1,1,0
"1246",13345,0,10,40,1,2,2,0
"1247",713,0,6,24,1,2,2,0
"1248",2,0,16,64,3,3,1,0
"1249",453,0,9,18,2,2,1,0
"1250",3596,0,33,132,1,2,2,0
"1251",213,0,20,40,1,2,2,0
"1252",1792,0,15,30,1,2,2,0
"1253",880,0,9,9,1,1,1,0
"1254",4167,1,35,70,1,1,1,0
"1255",1826,0,19,76,1,2,2,0
"1256",3054,0,35,140,1,2,2,0
"1257",1503,0,7,28,1,2,2,0
"1258",3032,0,4,16,1,2,2,0
"1259",3483,0,30,90,2,3,2,0.17
"1260",189,0,7,7,1,1,1,0
"1261",7,0,6,6,1,1,1,0
"1262",2,0,6,12,1,1,1,0
"1263",1,0,12,24,3,3,1,0
"1264",1571,0,30,60,1,1,1,0
"1265",2209,0,20,40,1,1,1,0
"1266",3957,1,51,204,1,2,2,0
"1267",440,1,30,60,1,1,1,0
"1268",516,0,10,20,2,2,1,0
"1269",152,0,7,7,1,1,1,0
"1270",852,0,28,28,1,1,1,0
"1271",2131,0,7,42,2,3,2,0.17
"1272",164,0,6,12,1,1,1,0
"1273",2,0,4,8,1,2,2,0
"1274",801,0,18,36,1,2,2,0
"1275",577,0,7,28,2,2,1,0
"1276",1548,0,6,48,2,4,2,0
"1277",1635,0,7,28,1,2,2,0
"1278",1178,0,7,28,1,2,2,0
"1279",1,0,3,9,2,2,1,0
"1280",1833,0,9,36,1,2,2,0
"1281",577,0,6,12,1,2,2,0
"1282",935,0,5,10,1,2,2,0
"1283",1,0,15,60,1,2,2,0
"1284",281,0,7,14,1,1,1,0
"1285",3686,0,15,90,2,3,2,0.17
"1286",2631,0,23,46,1,2,2,0
"1287",1538,0,20,40,2,2,1,0
"1288",2353,0,13,13,1,1,1,0
"1289",5960,0,3,12,1,2,2,0
"1290",2,0,8,16,1,1,1,0
"1291",392,0,7,7,1,1,1,0
"1292",1258,0,3,12,1,2,2,0
"1293",1805,0,10,40,1,2,2,0
"1294",3920,0,15,60,1,2,2,0
"1295",8,0,10,30,2,2,1,0
"1296",1,0,4,8,1,2,2,0
"1297",2,0,6,12,1,2,2,0
"1298",991,0,5,10,2,2,1,0
"1299",3902,0,29,87,3,3,1,0
"1300",725,0,6,12,2,2,1,0
"1301",1054,0,3,6,1,2,2,0
"1302",1,0,8,32,1,2,2,0
"1303",2532,0,16,64,1,2,2,0
"1304",2720,0,9,36,1,2,2,0
"1305",442,0,8,32,2,2,1,0
"1306",137,0,3,6,1,1,1,0
"1307",2,0,12,24,1,1,1,0
"1308",411,0,4,8,1,1,1,0
"1309",1,0,5,25,2,3,2,0.17
"1310",378,0,3,6,1,1,1,0
"1311",1450,0,3,6,1,1,1,0
"1312",2,0,9,54,2,3,2,0.17
"1313",3110,0,12,72,2,4,2,0
"1314",702,0,4,4,1,1,1,0
"1315",1207,0,10,20,1,1,1,0
"1316",1336,0,15,45,3,3,1,0
"1317",669,0,3,9,2,2,1,0
"1318",985,0,8,32,1,2,2,0
"1319",1,0,3,12,1,2,2,0
"1320",1377,0,33,33,1,1,1,0
"1321",1,0,10,40,1,2,2,0
"1322",647,0,9,9,1,1,1,0
"1323",1616,0,12,48,1,2,2,0
"1324",2687,0,4,12,2,2,1,0
"1325",2847,0,6,12,1,2,2,0
"1326",913,0,11,22,1,1,1,0
"1327",1604,0,20,80,3,3,1,0
"1328",1956,0,15,45,2,2,1,0
"1329",1,0,3,6,1,1,1,0
"1330",1435,0,3,6,1,2,2,0
"1331",1,0,9,18,1,2,2,0
"1332",325,0,3,6,1,1,1,0
"1333",5784,1,60,180,6,6,1,0
"1334",6832,1,90,180,1,2,2,0
"1335",2094,0,9,45,2,3,2,0.17
"1336",5241,0,3,12,2,2,1,0
"1337",1303,0,14,56,1,2,2,0
"1338",8,0,9,9,1,1,1,0
"1339",1746,0,16,48,3,4,2,0.25
"1340",1854,0,20,180,6,7,2,0.36
"1341",2366,0,10,40,1,2,2,0
"1342",900,0,24,24,1,1,1,0
"1343",2337,0,15,30,2,2,1,0
"1344",1534,0,13,26,1,2,2,0
"1345",2307,0,6,30,2,3,2,0.17
"1346",1,0,4,8,1,1,1,0
"1347",1118,0,5,20,1,2,2,0
"1348",487,0,8,16,1,1,1,0
"1349",935,0,25,50,2,2,1,0
"1350",811,0,10,20,1,2,2,0
"1351",915,0,25,25,1,1,1,0
"1352",839,0,4,16,2,4,2,0
"1353",130,0,8,8,1,1,1,0
"1354",1754,0,20,80,1,2,2,0
"1355",1639,0,11,44,1,2,2,0
"1356",3833,0,28,112,1,2,2,0
"1357",748,0,12,24,1,2,2,0
"1358",438,0,14,28,1,1,1,0
"1359",1772,1,30,60,2,3,2,0.17
"1360",895,0,20,20,1,1,1,0
"1361",995,0,8,8,1,1,1,0
"1362",1,0,3,6,1,1,1,0
"1363",3410,0,13,52,1,2,2,0
"1364",2782,0,21,42,1,2,2,0
"1365",3194,1,68,272,1,2,2,0
"1366",2,0,3,3,1,1,1,0
"1367",1530,0,14,28,1,2,2,0
"1368",1,0,29,58,1,1,1,0
"1369",632,0,5,20,1,2,2,0
"1370",715,0,11,22,1,1,1,0
"1371",1311,0,14,42,2,3,2,0.17
"1372",1174,0,22,22,1,1,1,0
"1373",7,0,16,32,1,1,1,0
"1374",5203,0,23,184,2,4,2,0
"1375",293,0,3,3,1,1,1,0
"1376",1599,0,19,57,2,2,1,0
"1377",398,0,12,12,1,1,1,0
"1378",1,0,14,126,4,4,1,0
"1379",8,0,5,10,1,1,1,0
"1380",1204,0,8,32,1,2,2,0
"1381",1048,0,5,35,3,4,2,0.25
"1382",2850,0,3,12,2,2,1,0
"1383",1023,0,20,40,1,1,1,0
"1384",1173,0,3,6,1,1,1,0
"1385",129,0,4,4,1,1,1,0
