"","runtime","isAuto","qty","totImps","maxInks","totInks","locs","gini","timePerPc","timePerImp","inksPerPc"
"304",659,0,7,14,1,2,"2",0,94.1428571428571,47.0714285714286,0.285714285714286
"305",1031,0,21,42,2,2,"1",0,49.0952380952381,24.547619047619,0.0952380952380952
"306",1747,0,24,48,2,2,"1",0,72.7916666666667,36.3958333333333,0.0833333333333333
"307",430,0,6,12,1,1,"1",0,71.6666666666667,35.8333333333333,0.166666666666667
"308",729,0,8,16,1,2,"2",0,91.125,45.5625,0.25
"309",1843,0,15,60,1,2,"2",0,122.866666666667,30.7166666666667,0.133333333333333
"310",3403,0,21,126,2,4,"2",0,162.047619047619,27.0079365079365,0.19047619047619
"311",5721,0,30,180,1,2,"2",0,190.7,31.7833333333333,0.0666666666666667
"312",966,0,5,20,1,2,"2",0,193.2,48.3,0.4
"313",1546,0,7,35,2,3,"2",0.17,220.857142857143,44.1714285714286,0.428571428571429
"314",1088,0,17,34,1,2,"2",0,64,32,0.117647058823529
"315",4129,0,40,80,1,2,"2",0,103.225,51.6125,0.05
"316",5638,0,21,168,3,6,"2",0,268.47619047619,33.5595238095238,0.285714285714286
"317",889,0,8,32,1,2,"2",0,111.125,27.78125,0.25
"318",1583,0,28,56,1,2,"2",0,56.5357142857143,28.2678571428571,0.0714285714285714
"319",136,0,3,6,1,1,"1",0,45.3333333333333,22.6666666666667,0.333333333333333
"320",352,0,16,16,1,1,"1",0,22,22,0.0625
"321",298,0,3,6,1,1,"1",0,99.3333333333333,49.6666666666667,0.333333333333333
"322",1061,0,17,34,1,1,"1",0,62.4117647058824,31.2058823529412,0.0588235294117647
"323",310,0,3,6,1,1,"1",0,103.333333333333,51.6666666666667,0.333333333333333
"324",3627,0,28,112,1,2,"2",0,129.535714285714,32.3839285714286,0.0714285714285714
"325",879,0,15,30,2,2,"1",0,58.6,29.3,0.133333333333333
"326",1065,0,24,48,2,2,"1",0,44.375,22.1875,0.0833333333333333
"327",1328,0,9,54,2,4,"2",0,147.555555555556,24.5925925925926,0.444444444444444
"328",1742,0,14,42,2,3,"2",0.17,124.428571428571,41.4761904761905,0.214285714285714
"329",4346,0,23,138,2,4,"2",0,188.95652173913,31.4927536231884,0.173913043478261
"330",2377,0,21,84,1,2,"2",0,113.190476190476,28.297619047619,0.0952380952380952
"331",3824,0,35,105,3,3,"1",0,109.257142857143,36.4190476190476,0.0857142857142857
"332",268,0,5,5,1,1,"1",0,53.6,53.6,0.2
"333",4696,0,55,110,1,2,"2",0,85.3818181818182,42.6909090909091,0.0363636363636364
"334",1917,0,36,72,1,2,"2",0,53.25,26.625,0.0555555555555556
"335",5629,0,26,156,2,4,"2",0,216.5,36.0833333333333,0.153846153846154
"336",2573,0,21,84,1,2,"2",0,122.52380952381,30.6309523809524,0.0952380952380952
"337",1201,0,18,36,1,1,"1",0,66.7222222222222,33.3611111111111,0.0555555555555556
"338",3194,0,15,60,1,2,"2",0,212.933333333333,53.2333333333333,0.133333333333333
"339",288,0,3,6,1,1,"1",0,96,48,0.333333333333333
"340",712,0,12,24,1,1,"1",0,59.3333333333333,29.6666666666667,0.0833333333333333
