tab_score_reg,dopasPerTab,totInksPerTab,tot_imps_per_tab,stationTypeId,idx,oID,maxInksPerTab,gini,tab_score_weighted,tabID,qtyPerTab,runTime
1.41,1,1,9,2,1589,268995,1,0,12.73,82039,3,430
1,1,1,6,2,1590,268996,1,0,6,82040,3,1
2.45,2,3,15,2,1591,268999,2,0.17,36.74,82043,5,1
2,2,2,48,2,1592,269002,1,0,96,82046,12,1907
1,1,1,10,2,1593,269003,1,0,10,82047,5,719
2.45,2,2,30,2,1594,269005,1,0,73.48,82049,15,500
1,1,1,30,2,1595,269010,1,0,30,82054,15,2846
3.16,2,5,280,2,1596,269011,4,0.3,885.44,82055,35,6200
2,2,2,216,2,1597,269014,1,0,432,82058,27,2697
2,2,2,6,2,1598,269019,1,0,12,82063,3,1
1,1,1,7,2,1599,269020,1,0,7,82064,7,603
1,1,1,22,2,1600,269033,1,0,22,82078,11,2159
2.45,2,3,51,2,1601,269036,2,0.17,124.92,82081,17,2772
2,2,2,16,2,1602,269037,1,0,32,82082,4,6
2,2,2,200,1,1603,269038,1,0,400,82083,100,2754
2,2,2,116,1,1604,269039,1,0,232,82084,58,3587
1.41,1,1,12,2,1605,269041,1,0,16.97,82086,3,186
2.45,2,3,75,2,1606,269045,2,0.17,183.71,82090,15,991
1,1,1,42,2,1607,269054,1,0,42,82099,42,2571
2,2,2,36,2,1608,269055,1,0,72,82100,9,1054
2,2,2,32,2,1609,269063,1,0,64,82110,8,1429
1,1,1,6,2,1610,269065,1,0,6,82112,3,187
1,1,1,3,2,1611,269067,1,0,3,82114,3,129
2,1,2,33,2,1612,269071,2,0,66,82118,11,1459
1.41,1,1,24,2,1613,269073,1,0,33.94,82120,12,628
1,1,1,12,2,1614,269074,1,0,12,82121,6,2
1.41,1,2,36,2,1615,269075,2,0,50.91,82122,12,2060
2,2,2,104,2,1616,269087,1,0,208,82135,26,3481
2,2,2,160,1,1617,269090,1,0,320,82140,40,3567
2,2,2,12,2,1618,269092,1,0,24,82142,3,558
1,1,1,6,2,1619,269093,1,0,6,82143,3,232
1,1,1,3,2,1620,269099,1,0,3,82149,3,897
2,2,2,36,2,1621,269104,1,0,72,82154,9,857
2,2,2,24,2,1622,269108,1,0,48,82158,6,503
1.41,1,1,12,2,1623,269109,1,0,16.97,82159,6,1
3.46,2,6,30,2,1624,269110,3,0,103.92,82160,3,2587
2,2,2,18,2,1625,269112,1,0,36,82163,9,916
2,2,2,120,2,1626,269114,1,0,240,82165,30,4158
1,1,1,48,2,1627,269116,1,0,48,82167,24,1764
1.41,1,2,60,2,1628,269117,2,0,84.85,82168,30,1392
2,2,2,20,2,1629,269119,1,0,40,82170,10,2421
1,1,1,32,2,1630,269122,1,0,32,82174,16,883
1.41,1,1,6,2,1631,269124,1,0,8.49,82176,3,432
3.16,2,5,15,2,1632,269126,3,0.1,47.43,82178,3,2489
1.41,1,2,70,2,1633,269128,2,0,98.99,82180,35,4918
1,1,1,3,2,1634,269129,1,0,3,82181,3,6
1.41,1,1,3,2,1635,269130,1,0,4.24,82182,3,1
1,1,1,9,2,1636,269131,1,0,9,82183,9,770
1,1,1,12,2,1637,269132,1,0,12,82184,6,676
2,2,2,160,1,1638,269134,1,0,320,82186,40,1409
1,1,1,17,2,1639,269135,1,0,17,82187,17,400
1.41,1,1,8,2,1640,269138,1,0,11.31,82190,4,160
1,1,1,34,2,1641,269140,1,0,34,82192,17,905
2,2,2,24,2,1642,269142,1,0,48,82194,6,778
1,1,1,13,2,1643,269143,1,0,13,82195,13,1403
2,2,2,352,1,1644,269145,1,0,704,82197,176,3560
2,2,2,6,2,1645,269146,1,0,12,82198,3,639
1,1,1,58,2,1646,269149,1,0,58,82201,29,2651
1,1,1,24,2,1647,269156,1,0,24,82208,12,670
2,2,2,16,2,1648,269157,1,0,32,82209,4,990
2.45,2,3,65,2,1649,269161,2,0.17,159.22,82214,13,1266
1,1,1,40,2,1650,269163,1,0,40,82217,40,1133
1.41,1,1,50,2,1651,269176,1,0,70.71,82231,25,2654
1,1,1,20,2,1652,269177,1,0,20,82232,20,948
1,1,1,60,1,1653,269180,1,0,60,82235,60,753
1,1,1,8,2,1654,269182,1,0,8,82238,4,657
2,2,2,90,2,1655,269184,1,0,180,82241,45,3603
1.41,1,1,60,2,1656,269187,1,0,84.85,82245,60,1985
2,2,2,132,1,1657,269189,1,0,264,82247,66,3812
1,1,1,20,2,1658,269192,1,0,20,82253,20,1
2.45,2,3,24,2,1659,269198,2,0.17,58.79,82262,8,4
2,2,2,132,2,1660,269200,1,0,264,82264,22,2100
2,2,2,18,2,1661,269201,1,0,36,82265,3,2041
2,2,2,80,2,1662,269209,1,0,160,82274,20,1875
1.41,1,2,70,1,1663,269215,2,0,98.99,82281,35,1137
1,1,1,25,2,1664,269216,1,0,25,82282,25,1271
1,1,1,66,2,1665,269218,1,0,66,82284,33,7
1.41,1,2,36,2,1666,269222,2,0,50.91,82288,12,2457
1,1,1,7,2,1667,269226,1,0,7,82292,7,749
2,2,2,100,1,1668,269232,1,0,200,82299,50,2088
2,2,2,40,2,1669,269241,1,0,80,82310,10,1560
1,1,1,6,2,1670,269245,1,0,6,82315,3,275
3.16,1,5,54,2,1671,269246,5,0,170.76,82316,9,1
2,2,2,164,1,1672,269250,1,0,328,82320,41,3493
1,1,1,10,2,1673,269256,1,0,10,82327,5,1
1,1,1,64,1,1674,269258,1,0,64,82329,64,526
1.41,1,2,42,2,1675,269263,2,0,59.4,82335,14,2543
1,1,1,16,2,1676,269264,1,0,16,82336,8,837
1,1,1,20,2,1677,269267,1,0,20,82341,10,2
2.45,2,3,150,2,1678,269269,2,0.17,367.42,82343,30,5176
2,2,2,56,2,1679,269275,1,0,112,82352,14,2613
1.41,1,1,46,2,1680,269277,1,0,65.05,82356,23,1
1,1,1,4,2,1681,269279,1,0,4,82359,4,2
3.16,2,5,436,1,1682,269283,3,0.1,1378.75,82364,109,9297
2,2,2,68,2,1683,269284,1,0,136,82367,17,3557
2,2,2,20,2,1684,269286,1,0,40,82369,10,1848
2.83,2,4,200,1,1685,269290,3,0.25,565.69,82374,40,4285
1.41,1,2,100,1,1686,269292,2,0,141.42,82376,50,1230
1,1,1,6,2,1687,269293,1,0,6,82377,3,101
1.41,1,2,28,2,1688,269294,2,0,39.6,82378,14,1036
1,1,1,24,2,1689,269295,1,0,24,82379,12,712
2,2,2,90,1,1690,269304,1,0,180,82390,45,2153
2.45,2,3,45,2,1691,269307,2,0.17,110.23,82393,15,2316
2,2,2,24,2,1692,269310,1,0,48,82397,6,932
1,1,1,12,2,1693,269313,1,0,12,82402,6,914
1,1,1,12,2,1694,269314,1,0,12,82403,6,1103
1.41,1,2,22,2,1695,269318,2,0,31.11,82407,11,575
2.83,2,4,116,2,1696,269324,3,0.25,328.1,82414,29,2559
2,2,2,60,2,1697,269327,1,0,120,82417,30,4501
1,1,1,8,2,1698,269329,1,0,8,82419,8,755
1,1,1,10,2,1699,269330,1,0,10,82420,5,8
1,1,1,6,2,1700,269331,1,0,6,82421,3,487
2,2,2,44,2,1701,269332,1,0,88,82422,11,1066
1,1,1,9,2,1702,269337,1,0,9,82428,9,468
2,2,2,48,2,1703,269342,1,0,96,82433,12,12
1.41,1,2,40,2,1704,269351,2,0,56.57,82444,10,944
1,1,1,18,2,1705,269353,1,0,18,82446,18,7
1,1,1,9,2,1706,269354,1,0,9,82447,9,214
1.41,1,2,40,2,1707,269359,2,0,56.57,82452,20,1148
1,1,1,20,2,1708,269364,1,0,20,82457,10,379
1.41,1,1,6,2,1709,269365,1,0,8.49,82458,3,1
1,1,1,12,2,1710,269370,1,0,12,82465,6,1461
2.83,2,4,204,1,1711,269372,2,0,577,82467,51,2161
1,1,1,24,2,1712,269374,1,0,24,82469,12,975
2,2,2,60,2,1713,269375,1,0,120,82470,30,1145
1,1,1,10,2,1714,269376,1,0,10,82471,10,760
1,1,1,76,1,1715,269377,1,0,76,82472,38,1736
1,1,1,350,2,1716,269378,1,0,350,82473,350,5023
1,1,1,50,2,1717,269379,1,0,50,82474,50,1
1.41,1,1,15,2,1718,269381,1,0,21.21,82476,15,1460
1,1,1,10,2,1719,269387,1,0,10,82487,5,615
1,1,1,32,2,1720,269389,1,0,32,82494,16,1
1,1,1,12,2,1721,269391,1,0,12,82496,6,1488
2,2,2,40,2,1722,269392,1,0,80,82498,10,1073
2,2,2,28,2,1723,269399,1,0,56,82506,7,2862
1.41,1,2,96,2,1724,269404,2,0,135.76,82511,24,3497
2.45,2,2,52,2,1725,269416,1,0,127.37,82524,13,1840
3.46,3,4,180,2,1726,269417,2,0.17,623.54,82525,30,5696
1,1,1,16,2,1727,269420,1,0,16,82528,8,874
3.16,2,5,190,2,1728,269422,4,0.3,600.83,82531,38,4510
2,2,2,70,2,1729,269428,1,0,140,82538,35,1
1.41,1,2,108,2,1730,269434,2,0,152.74,82545,36,3256
2,2,2,184,1,1731,269436,1,0,368,82547,92,2037
2.45,2,3,76,2,1732,269440,2,0.17,186.16,82552,19,2875
2,2,2,140,2,1733,269441,1,0,280,82553,35,991
3,3,3,72,2,1734,269443,1,0,216,82555,12,1
2,2,2,44,2,1735,269444,1,0,88,82556,22,1365
1,1,1,20,2,1736,269446,1,0,20,82558,20,1619
1.41,1,2,12,2,1737,269447,2,0,16.97,82559,4,1596
1.41,1,2,100,1,1738,269449,2,0,141.42,82561,50,1005
1,1,1,3,2,1739,269452,1,0,3,82564,3,152
1.41,1,2,80,1,1740,269453,2,0,113.14,82565,40,427
1.41,1,2,24,2,1741,269457,2,0,33.94,82569,6,581
2.83,2,4,90,2,1742,269462,2,0,254.56,82575,15,964
2,2,2,56,2,1743,269464,1,0,112,82577,14,1632
1,1,1,5,2,1744,269465,1,0,5,82578,5,1767
2,2,2,52,2,1745,269468,1,0,104,82581,13,1895
2.83,2,4,192,2,1746,269469,2,0,543.06,82582,24,3197
2,2,2,28,2,1747,269472,1,0,56,82587,7,2166
1,1,1,76,1,1748,269475,1,0,76,82590,38,658
1,1,1,52,2,1749,269477,1,0,52,82592,26,1099
2,2,2,50,2,1750,269479,1,0,100,82594,25,7652
1,1,1,52,2,1751,269480,1,0,52,82595,26,2372
1,1,1,25,2,1752,269481,1,0,25,82596,25,1851
1.41,1,1,50,2,1753,269487,1,0,70.71,82602,25,1541
1,1,1,10,2,1754,269490,1,0,10,82605,10,273
2,2,2,12,2,1755,269492,1,0,24,82607,6,1855
1,1,1,16,2,1756,269498,1,0,16,82613,8,915
1,1,1,18,2,1757,269500,1,0,18,82615,9,494
1,1,1,6,2,1758,269501,1,0,6,82616,6,140
2,2,2,44,2,1759,269506,1,0,88,82621,22,1
1.41,1,2,51,2,1760,269507,2,0,72.12,82622,17,3985
2,2,2,60,2,1761,269508,1,0,120,82623,30,2
2,2,2,140,1,1762,269515,1,0,280,82632,35,2464
1.41,1,1,11,2,1763,269519,1,0,15.56,82636,11,472
1.41,1,2,40,2,1764,269522,2,0,56.57,82640,20,1
1,1,1,10,2,1765,269525,1,0,10,82643,5,2164
1,1,1,22,2,1766,269527,1,0,22,82645,11,347
2,2,2,120,1,1767,269529,1,0,240,82647,30,855
2,1,2,36,2,1768,269533,2,0,72,82652,18,462
2,2,2,24,2,1769,269535,1,0,48,82654,6,794
1,1,1,3,2,1770,269536,1,0,3,82655,3,864
2,2,2,156,1,1771,269539,1,0,312,82658,78,2427
2.45,2,3,114,2,1772,269540,2,0.17,279.24,82659,19,2693
3.74,2,7,690,1,1773,269541,6,0.36,2581.74,82660,115,8812
1,1,1,16,2,1774,269543,1,0,16,82662,8,656
2,2,2,52,2,1775,269549,1,0,104,82669,13,1537
1,1,1,10,2,1776,269550,1,0,10,82670,10,208
2,2,2,100,1,1777,269552,1,0,200,82672,50,1838
1,1,1,15,2,1778,269553,1,0,15,82673,15,721
1.73,1,3,112,1,1779,269557,3,0,193.99,82677,56,795
1,1,1,6,2,1780,269558,1,0,6,82678,3,1
1,1,1,18,2,1781,269560,1,0,18,82680,9,266
1.41,1,2,30,2,1782,269561,2,0,42.43,82681,10,582
2,2,2,68,2,1783,269565,1,0,136,82685,17,2
1.41,1,1,4,2,1784,269566,1,0,5.66,82686,4,137
2,2,2,60,2,1785,269576,1,0,120,82703,15,1924
2,2,2,34,2,1786,269577,1,0,68,82704,17,1808
2,2,2,204,1,1787,269578,1,0,408,82705,51,1730
1.41,1,2,150,1,1788,269579,2,0,212.13,82706,75,1472
2,2,2,24,2,1789,269581,1,0,48,82708,6,1
2,2,2,24,2,1790,269584,1,0,48,82713,6,1470
1,1,1,10,2,1791,269590,1,0,10,82720,5,323
1,1,1,12,2,1792,269591,1,0,12,82721,6,588
1,1,1,30,2,1793,269592,1,0,30,82722,15,724
2,2,2,16,2,1794,269593,1,0,32,82723,4,874
1,1,1,20,2,1795,269594,1,0,20,82724,10,1902
1.41,1,2,10,2,1796,269597,2,0,14.14,82728,5,3
1,1,1,50,1,1797,269601,1,0,50,82732,50,1651
2.45,2,3,145,2,1798,269609,2,0.17,355.18,82740,29,3835
2,2,2,60,2,1799,269610,1,0,120,82741,15,3357
2,2,2,180,1,1800,269615,1,0,360,82746,45,2435
2,1,2,10,2,1801,269619,2,0,20,82750,5,162
3.16,2,5,264,1,1802,269622,4,0.3,834.84,82753,88,8426
2.45,2,3,120,1,1803,269626,2,0.17,293.94,82757,40,2778
1.41,1,2,33,2,1804,269627,2,0,46.67,82758,11,1054
2,2,2,50,2,1805,269634,1,0,100,82768,25,1668
3.16,2,5,200,1,1806,269636,3,0.1,632.46,82770,50,56235
2.45,1,6,720,1,1807,269641,6,0,1763.63,82775,120,5724
1,1,1,3,2,1808,269642,1,0,3,82776,3,83
2.45,2,3,9,2,1809,269644,2,0.17,22.05,82778,3,643
1,1,1,6,2,1810,269645,1,0,6,82779,6,511
1.41,1,2,160,1,1811,269648,2,0,226.27,82782,80,4408
1.41,1,1,10,2,1812,269649,1,0,14.14,82783,10,1
2.83,2,4,60,2,1813,269650,2,0,169.71,82784,10,3277
1.41,1,2,48,2,1814,269651,2,0,67.88,82785,16,970
1,1,1,24,2,1815,269653,1,0,24,82787,12,409
3.16,2,5,28,2,1816,269654,3,0.1,88.54,82788,4,1
2,2,2,80,2,1817,269656,1,0,160,82790,20,2042
2.45,2,3,68,2,1818,269658,2,0.17,166.57,82792,17,2790
3.46,2,4,72,2,1819,269661,2,0,249.42,82795,12,1142
2,2,2,36,2,1820,269662,1,0,72,82796,18,787
1,1,1,100,1,1821,269663,1,0,100,82797,50,1087
1,1,1,3,2,1822,269665,1,0,3,82799,3,260
1,1,1,4,2,1823,269676,1,0,4,82814,4,2
1.41,1,2,100,1,1824,269678,2,0,141.42,82816,50,502
1,1,1,55,1,1825,269681,1,0,55,82819,55,18
1,1,1,6,2,1826,269682,1,0,6,82820,3,371
1.41,1,2,90,2,1827,269684,2,0,127.28,82823,30,2332
1,1,1,82,2,1828,269687,1,0,82,82826,41,2367
2,2,2,36,2,1829,269689,1,0,72,82828,9,1143
2.45,2,3,114,2,1830,269692,2,0.17,279.24,82831,19,621
2.45,1,6,12,2,1831,269693,6,0,29.39,82832,3,551
1,1,1,4,2,1832,269700,1,0,4,82846,4,264
2,2,2,240,1,1833,269701,1,0,480,82847,60,798
1,1,1,20,2,1834,269703,1,0,20,82850,20,348
1,1,1,22,2,1835,269708,1,0,22,82855,11,680
2,2,2,12,2,1836,269709,1,0,24,82856,3,653
1,1,1,24,2,1837,269712,1,0,24,82859,12,417
2,2,2,20,2,1838,269714,1,0,40,82861,10,1751
1.41,1,2,60,2,1839,269727,2,0,84.85,82879,20,2
2,1,2,24,2,1840,269729,2,0,48,82881,6,1
2,2,2,52,2,1841,269739,1,0,104,82896,26,1675
1.41,1,2,6,2,1842,269740,2,0,8.49,82897,3,10
2,2,2,84,2,1843,269744,1,0,168,82902,21,2474
1,1,1,16,2,1844,269747,1,0,16,82905,8,5144
3.16,2,5,189,2,1845,269752,3,0.1,597.67,82910,21,3923
2,2,2,12,2,1846,269761,1,0,24,82921,6,540
2,2,2,128,2,1847,269766,1,0,256,82926,64,1
2.83,2,4,120,2,1848,269770,2,0,339.41,82930,20,3592
1,1,1,36,2,1849,269771,1,0,36,82931,18,1691
1.41,1,2,102,2,1850,269774,2,0,144.25,82934,34,2435
1.41,1,2,36,2,1851,269775,2,0,50.91,82935,18,3238
2,2,2,4,2,1852,269776,1,0,8,82936,1,3
2,2,2,36,2,1853,269784,1,0,72,82944,18,1
1,1,1,38,2,1854,269786,1,0,38,82947,19,1
3.46,3,3,72,2,1855,269788,1,0,249.42,82949,18,1021
1,1,1,50,2,1856,269791,1,0,50,82952,25,1222
2,2,2,76,2,1857,269792,1,0,152,82953,19,2462
2,2,2,100,2,1858,269793,1,0,200,82954,25,3021
1,1,1,3,2,1859,269798,1,0,3,82959,3,952
1,1,1,35,2,1860,269799,1,0,35,82960,35,2
2,2,2,120,2,1861,269801,1,0,240,82962,30,2490
1,1,1,8,2,1862,269808,1,0,8,82972,4,138
2,2,2,70,2,1863,269810,1,0,140,82974,35,1847
1.41,1,2,18,2,1864,269824,2,0,25.46,82989,6,520
2.83,2,4,280,1,1865,269826,2,0,791.96,82991,70,5468
1,1,1,6,2,1866,269830,1,0,6,82995,6,2
2,2,2,22,2,1867,269832,1,0,44,82998,11,1179
1,1,1,54,2,1868,269835,1,0,54,83001,27,695
1,1,1,15,2,1869,269836,1,0,15,83002,15,12
1,1,1,44,2,1870,269839,1,0,44,83005,22,1595
2,2,2,12,2,1871,269841,1,0,24,83007,3,759
2,2,2,100,1,1872,269844,1,0,200,83010,50,1582
2,2,2,50,2,1873,269845,1,0,100,83011,25,2
1,1,1,28,2,1874,269847,1,0,28,83013,14,977
2,2,2,20,2,1875,269848,1,0,40,83014,10,691
2.83,2,4,24,2,1876,269849,2,0,67.88,83015,4,1
2.83,2,4,48,2,1877,269851,2,0,135.76,83017,8,1211
1.41,1,2,12,2,1878,269852,2,0,16.97,83018,3,336
2.45,2,3,60,2,1879,269853,2,0.17,146.97,83019,20,3068
2,2,2,28,2,1880,269859,1,0,56,83025,7,2
1,1,1,6,2,1881,269860,1,0,6,83026,3,1
1.41,1,1,40,2,1882,269861,1,0,56.57,83027,20,4485
2,1,1,8,2,1883,269862,1,0,16,83028,4,68
2,2,2,52,2,1884,269865,1,0,104,83031,26,2790
2,2,2,120,2,1885,269866,1,0,240,83032,30,2
1,1,1,15,2,1886,269867,1,0,15,83033,15,463
2,2,2,34,2,1887,269868,1,0,68,83034,17,918
2,2,2,40,2,1888,269873,1,0,80,83039,10,2048
2.83,2,4,36,2,1889,269874,2,0,101.82,83040,6,1146
2,2,2,120,2,1890,269881,1,0,240,83047,30,3437
1,1,1,25,2,1891,269884,1,0,25,83050,25,661
2,2,2,36,2,1892,269888,1,0,72,83054,18,1380
1,1,1,26,2,1893,269896,1,0,26,83063,13,1354
2,2,2,72,2,1894,269897,1,0,144,83064,18,3484
1.41,1,1,6,2,1895,269901,1,0,8.49,83068,3,469
2,2,2,80,2,1896,269906,1,0,160,83073,20,1990
2.83,2,4,96,2,1897,269909,2,0,271.53,83076,16,3353
2,1,2,57,2,1898,269911,2,0,114,83078,19,1184
1,1,1,14,2,1899,269914,1,0,14,83081,7,1515
1,1,1,6,2,1900,269915,1,0,6,83082,3,153
2.45,2,3,60,2,1901,269923,2,0.17,146.97,83091,15,1434
2,2,2,200,1,1902,269924,1,0,400,83092,100,3522
2,2,2,36,2,1903,269926,1,0,72,83094,9,1
2,2,2,12,2,1904,269929,1,0,24,83097,6,1094
1,1,1,6,2,1905,269931,1,0,6,83099,3,470
2.83,2,4,205,1,1906,269934,2,0,579.83,83102,41,5962
1,1,1,6,2,1907,269936,1,0,6,83104,3,421
2,2,2,6,2,1908,269938,1,0,12,83106,3,1
1,1,1,6,2,1909,269942,1,0,6,83110,3,97
2,2,2,36,2,1910,269946,1,0,72,83114,9,1118
1,1,1,10,2,1911,269947,1,0,10,83115,5,950
2,2,2,140,1,1912,269955,1,0,280,83124,70,2506
2,2,2,44,2,1913,269956,1,0,88,83125,11,1171
1.41,1,1,6,2,1914,269960,1,0,8.49,83129,3,7
1,1,1,13,2,1915,269963,1,0,13,83132,13,330
2.45,2,3,312,2,1916,269971,2,0.17,764.24,83140,52,4203
1,1,1,6,2,1917,269972,1,0,6,83141,3,388
1.41,1,2,78,2,1918,269975,2,0,110.31,83144,26,3750
1,1,1,19,2,1919,269977,1,0,19,83146,19,1693
2,1,4,60,2,1920,269978,4,0,120,83147,15,1077
1.41,1,2,33,2,1921,269984,2,0,46.67,83153,11,1338
2.45,2,3,150,2,1922,269985,2,0.17,367.42,83154,30,4026
2,2,2,40,2,1923,269986,1,0,80,83155,20,1485
2.45,2,3,427,1,1924,269987,2,0.17,1045.93,83156,61,10576
2.45,2,3,145,2,1925,269991,2,0.17,355.18,83160,29,3437
2.83,2,4,84,2,1926,269995,2,0,237.59,83164,14,1940
2.24,1,5,100,2,1927,269996,5,0,223.61,83165,20,2130
1,1,1,20,2,1928,269998,1,0,20,83167,10,3072
1,1,1,20,2,1929,270000,1,0,20,83170,10,2
1.41,1,1,30,2,1930,270003,1,0,42.43,83173,15,502
1,1,1,3,2,1931,270004,1,0,3,83174,3,216
2,2,2,32,2,1932,270015,1,0,64,83187,8,1289
2,2,2,220,1,1933,270019,1,0,440,83192,55,1435
1,1,1,50,2,1934,270020,1,0,50,83193,50,1162
1.41,1,2,32,2,1935,270022,2,0,45.25,83196,8,1038
2,2,2,20,2,1936,270023,1,0,40,83197,5,738
1,1,1,35,2,1937,270025,1,0,35,83199,35,930
1,1,1,30,2,1938,270027,1,0,30,83201,15,593
2,2,2,16,2,1939,270028,1,0,32,83202,4,1044
1,1,1,16,2,1940,270030,1,0,16,83205,8,318
2.83,2,4,56,2,1941,270031,2,0,158.39,83206,14,3232
2.83,2,4,164,2,1942,270032,2,0,463.86,83207,41,2595
2,1,2,57,2,1943,270033,2,0,114,83208,19,2782
1.73,1,3,24,2,1944,270035,3,0,41.57,83211,6,639
1,1,1,74,2,1945,270045,1,0,74,83221,37,1538
1,1,1,16,2,1946,270050,1,0,16,83227,8,2809
2,2,2,60,2,1947,270053,1,0,120,83230,15,6651
1,1,1,8,2,1948,270055,1,0,8,83232,4,827
1,1,1,8,2,1949,270056,1,0,8,83233,4,489
2.45,2,3,185,2,1950,270058,2,0.17,453.16,83235,37,6197
1,1,1,20,2,1951,270060,1,0,20,83237,10,449
1.41,1,2,94,1,1952,270061,2,0,132.94,83238,94,10982
1.41,1,2,90,2,1953,270063,2,0,127.28,83241,45,3282
1,1,1,50,2,1954,270069,1,0,50,83252,50,1935
2,2,2,32,2,1955,270070,1,0,64,83253,16,1595
2.45,2,3,81,2,1956,270086,2,0.17,198.41,83270,27,1810
2,2,2,48,2,1957,270087,1,0,96,83271,24,2422
1.41,1,2,84,2,1958,270097,2,0,118.79,83283,28,2511
1,1,1,66,1,1959,270103,1,0,66,83289,33,1577
2,2,2,360,1,1960,270111,1,0,720,83299,90,2613
1,1,1,27,2,1961,270115,1,0,27,83303,27,1809
1,1,1,38,2,1962,270119,1,0,38,83307,38,1161
2,2,2,12,2,1963,270128,1,0,24,83316,6,1977
1,1,1,20,2,1964,270129,1,0,20,83317,10,1244
1,1,1,20,2,1965,270140,1,0,20,83331,10,2
1,1,1,3,2,1966,270141,1,0,3,83332,3,3
2.83,1,4,75,2,1967,270142,4,0,212.13,83333,15,1638
2,2,2,40,2,1968,270143,1,0,80,83334,10,2467
2.45,2,2,48,2,1969,270146,1,0,117.58,83337,12,2373
2,2,2,14,2,1970,270147,1,0,28,83338,7,1
2.45,2,3,28,2,1971,270151,2,0.17,68.59,83342,7,1260
1.41,1,2,12,2,1972,270154,2,0,16.97,83345,6,645
1.41,1,2,56,2,1973,270156,2,0,79.2,83347,14,2176
2.45,2,3,85,2,1974,270157,2,0.17,208.21,83348,17,776
2,2,2,144,2,1975,270158,1,0,288,83349,36,2690
2.83,2,4,140,2,1976,270159,2,0,395.98,83350,35,4219
2,1,2,6,2,1977,270161,2,0,12,83352,3,831
1,1,1,93,1,1978,270164,1,0,93,83355,93,4145
1,1,1,6,2,1979,270165,1,0,6,83356,3,115
2.45,2,3,24,2,1980,270166,2,0.17,58.79,83357,8,1
2,2,2,120,2,1981,270171,1,0,240,83362,30,2006
2,2,2,60,2,1982,270174,1,0,120,83365,30,2872
1,1,1,35,2,1983,270185,1,0,35,83376,35,786
2,2,2,56,2,1984,270187,1,0,112,83378,14,505
2,2,2,30,2,1985,270191,1,0,60,83382,15,1950
1,1,1,24,2,1986,270193,1,0,24,83384,24,626
1,1,1,50,2,1987,270197,1,0,50,83388,25,1698
2,2,2,22,2,1988,270204,1,0,44,83396,11,1319
2.45,2,3,36,2,1989,270207,2,0.17,88.18,83399,12,1484
1,1,1,6,2,1990,270213,1,0,6,83408,6,2
2,2,2,84,2,1991,270214,1,0,168,83409,21,1222
1,1,1,10,2,1992,270220,1,0,10,83415,10,335
2.83,2,4,36,2,1993,270228,2,0,101.82,83423,6,3824
1.41,1,2,22,2,1994,270229,2,0,31.11,83424,11,491
2,2,2,32,2,1995,270233,1,0,64,83428,8,1136
1.41,1,2,33,2,1996,270235,2,0,46.67,83430,11,1
2,2,2,100,2,1997,270236,1,0,200,83431,25,3386
3.16,2,5,120,2,1998,270242,3,0.1,379.47,83437,24,2
2.83,2,4,72,2,1999,270246,2,0,203.65,83441,12,0
2.83,2,4,168,2,2000,270255,2,0,475.18,83451,28,3288
1,1,1,70,2,2001,270258,1,0,70,83454,35,1428
2,2,2,60,2,2002,270265,1,0,120,83461,30,3253
1,1,1,12,2,2003,270268,1,0,12,83464,6,791
2,2,2,40,2,2004,270276,1,0,80,83472,20,1520
1,1,1,32,2,2005,270277,1,0,32,83473,32,648
2.45,2,3,60,2,2006,270278,2,0.17,146.97,83475,20,2
1.41,1,2,40,2,2007,270280,2,0,56.57,83477,20,978
1,1,1,30,2,2008,270286,1,0,30,83483,15,602
2,2,2,136,2,2009,270296,1,0,272,83493,34,3634
1,1,1,15,2,2010,270299,1,0,15,83496,15,3
2,1,2,72,2,2011,270300,2,0,144,83497,18,4162
1.41,1,1,20,2,2012,270301,1,0,28.28,83498,20,3
1,1,1,18,2,2013,270304,1,0,18,83503,9,73
1.73,1,3,120,2,2014,270305,3,0,207.85,83504,30,2997
2,2,2,30,2,2015,270308,1,0,60,83512,5,709
2,2,2,160,2,2016,270315,1,0,320,83521,40,6369
2.45,2,3,350,1,2017,270318,2,0.17,857.32,83524,70,2115
1,1,1,50,1,2018,270319,1,0,50,83525,50,1161
2,2,2,336,1,2019,270326,1,0,672,83532,84,1877
1,1,1,40,2,2020,270327,1,0,40,83533,20,3
2,2,2,48,2,2021,270328,1,0,96,83534,12,1344
2,2,2,104,2,2022,270330,1,0,208,83536,26,2475
2.45,2,3,125,2,2023,270331,2,0.17,306.19,83537,25,1079
2,2,2,12,2,2024,270332,1,0,24,83538,3,127
2.45,2,3,100,2,2025,270335,2,0.17,244.95,83542,20,3943
1,1,1,18,2,2026,270342,1,0,18,83551,9,477
1,1,1,8,2,2027,270343,1,0,8,83552,4,302
1,1,1,50,2,2028,270344,1,0,50,83553,25,1134
2,2,2,48,2,2029,270345,1,0,96,83554,12,1210
3.16,2,5,24,2,2030,270346,3,0.1,75.89,83555,3,1466
1,1,1,40,2,2031,270347,1,0,40,83556,20,1037
2,2,2,64,2,2032,270348,1,0,128,83558,16,1366
1,1,1,3,2,2033,270349,1,0,3,83559,3,174
2,2,2,110,1,2034,270350,1,0,220,83560,55,1634
2.83,2,4,138,2,2035,270353,2,0,390.32,83563,23,3741
1,1,1,34,2,2036,270354,1,0,34,83564,17,4481
