,orderId,tab_id,dopa_id,runTime,tabsPerOrder,tab_tot_pcs,dopa_tot_imp,printer,dopa_tot_inks,dopas_per_tab,inks_per_tab,tot_imps_per_tab,tab_score_reg,tab_score_weighted,stationTypeId,good,actual,pred,WSPP,mult_dopa
5559,273716,87376,141891,1788,1,12,36,299568,3,2,3,36,2.44949,88.1816,2,1,Manual,Manual,7.348466667,0
5566,273701,87360,141867,403,1,13,26,53821,1,2,1,26,1.41421,36.7696,2,1,Manual,Manual,2.828430769,0
5571,273686,87342,141838,9733,1,64,192,50883,6,1,6,192,2.44949,470.302,1,1,Automatic,Automatic,7.34846875,0
5572,273677,87330,141819,6,1,8,16,53821,1,1,1,16,1,16,2,1,Manual,Manual,2,0
5575,273660,87311,141788,2,1,5,10,50780,1,1,1,10,1,10,2,1,Manual,Manual,2,0
5576,273622,87267,141714,625,1,8,16,179624,1,2,1,16,1.41421,22.6274,2,1,Manual,Manual,2.828425,0
5577,273620,87265,141710,863,1,6,12,242885,1,1,1,12,1,12,2,1,Manual,Manual,2,0
5578,273607,87246,141680,460,1,3,6,299568,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5581,273592,87228,141654,366,1,10,20,53821,1,1,1,20,1,20,2,1,Manual,Manual,2,0
5582,273588,87223,141645,1202,1,9,27,191063,2,1,2,27,1.41421,38.1838,2,1,Manual,Manual,4.242644444,0
5587,273581,87216,141632,2,1,12,12,53802,1,1,1,12,1,12,2,1,Manual,Manual,1,0
5588,273551,87181,141579,1744,1,30,30,381091,1,1,1,30,1,30,2,1,Manual,Manual,1,0
5591,273539,87169,141561,1192,1,13,26,299564,1,1,1,26,1,26,2,1,Manual,Manual,2,0
5596,273524,87154,141532,2479,1,25,50,0,1,1,1,50,1,50,2,1,Manual,Manual,2,0
5599,273522,87152,141529,455,1,3,3,299568,1,1,1,3,1,3,2,1,Manual,Manual,1,0
5600,273512,87139,141512,6,1,23,46,53821,1,1,1,46,1,46,2,1,Manual,Manual,2,0
5607,273497,87123,141486,657,1,7,14,53821,2,2,2,14,2,28,2,1,Manual,Manual,4,0
5612,273478,87103,141456,2,1,4,8,53821,1,1,1,8,1,8,2,1,Manual,Manual,2,0
5613,273475,87100,141450,1,1,10,30,53802,2,2,2,30,2,60,2,1,Manual,Manual,6,0
5614,273469,87094,141442,517,1,18,18,299568,1,1,1,18,1,18,2,1,Manual,Manual,1,0
5617,273457,87077,141412,1,1,9,27,53802,2,2,4,27,2.82843,76.3675,2,1,Manual,Manual,8.485277778,0
5618,273440,87053,141373,2,1,14,14,53802,1,2,1,14,1.41421,19.799,2,1,Manual,Manual,1.414214286,0
5619,273437,87050,141369,1,1,3,3,53802,1,1,1,3,1,3,2,1,Manual,Manual,1,0
5620,273430,87043,141360,297,1,10,10,53821,1,2,1,10,1.41421,14.1421,2,1,Manual,Manual,1.41421,0
5621,273428,87041,141357,2706,1,23,23,53818,1,1,1,23,1,23,2,1,Manual,Manual,1,0
5626,273424,87036,141349,18000,1,255,510,242885,1,1,1,510,1,510,1,1,Automatic,Automatic,2,0
5629,273392,86995,141288,637,1,23,23,242885,1,1,1,23,1,23,2,1,Manual,Manual,1,0
5630,273385,86986,141275,1,1,1,2,53802,1,2,1,2,1.41421,2.82843,2,1,Manual,Manual,2.82843,0
5631,273363,86961,141238,1517,1,29,58,53802,1,1,1,58,1,58,2,1,Manual,Manual,2,0
5636,273346,86939,141205,9,1,26,78,53821,2,1,2,78,1.41421,110.309,2,1,Manual,Manual,4.242653846,0
5637,273343,86936,141198,218,1,6,12,299568,2,1,2,12,1.41421,16.9706,2,1,Manual,Manual,2.828433333,0
5638,273330,86922,141174,803,1,24,48,242885,2,2,2,48,2,96,2,1,Manual,Manual,4,0
5639,273321,86912,141159,1,1,6,6,53802,1,2,2,6,2,12,2,1,Manual,Manual,2,0
5640,273308,86899,141135,7,1,14,42,53821,2,2,2,42,2,84,2,1,Manual,Manual,6,0
5649,273286,86875,141092,1,1,4,8,53802,1,1,1,8,1,8,2,1,Manual,Manual,2,0
5654,273269,86856,141058,2,1,34,204,53802,4,2,4,204,2.82843,576.999,2,1,Manual,Manual,16.97055882,0
5655,273268,86855,141057,686,1,35,35,53813,4,1,4,35,2,70,1,1,Automatic,Automatic,2,0
5656,273258,86845,141043,400,1,3,6,299568,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5661,273238,86825,141012,607,1,6,12,191063,1,1,1,12,1,12,2,1,Manual,Manual,2,0
5662,273235,86822,141008,631,1,48,48,242885,1,1,1,48,1,48,1,0,Automatic,Manual,1,0
5663,273231,86818,141002,832,1,20,20,53802,1,1,1,20,1,20,2,1,Manual,Manual,1,0
5664,273222,86807,140988,351,1,7,14,179624,1,1,1,14,1,14,2,1,Manual,Manual,2,0
5669,273213,86798,140972,3,1,24,72,299564,3,1,3,72,1.73205,124.708,2,1,Manual,Manual,5.196166667,0
5670,273212,86797,140971,1662,1,16,32,191061,1,1,1,32,1,32,2,1,Manual,Manual,2,0
5673,273205,86790,140959,1,1,7,14,53802,1,2,1,14,1.41421,19.799,2,1,Manual,Manual,2.828428571,0
5678,273184,86766,140919,1534,1,69,69,242885,1,1,1,69,1,69,1,1,Automatic,Automatic,1,0
5683,273177,86759,140908,3768,1,10,20,53818,1,1,1,20,1,20,2,1,Manual,Manual,2,0
5684,273175,86757,140905,183,1,3,3,53821,1,1,1,3,1,3,2,1,Manual,Manual,1,0
5687,273168,86748,140890,2,1,3,3,53802,1,1,1,3,1,3,2,1,Manual,Manual,1,0
5694,273153,86732,140863,1,1,3,6,53802,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5697,273141,86720,140843,11,1,10,20,53821,1,1,1,20,1,20,2,1,Manual,Manual,2,0
5700,273132,86709,140825,204,1,40,160,53813,4,1,4,160,2,320,1,0,Automatic,Manual,8,0
5701,273129,86705,140821,263,1,6,6,299564,1,1,1,6,1,6,2,1,Manual,Manual,1,0
5702,273125,86701,140818,1393,1,27,54,191063,1,1,1,54,1,54,2,1,Manual,Manual,2,0
5703,273123,86699,140815,1962,1,68,68,53823,1,1,1,68,1,68,1,1,Automatic,Automatic,1,0
5708,273106,86680,140784,18,1,52,52,299564,1,2,1,52,1.41421,73.5391,2,1,Manual,Manual,1.414213462,0
5715,273094,86668,140766,3,1,12,24,299564,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
5718,273090,86664,140761,1926,1,20,40,0,1,1,1,40,1,40,2,1,Manual,Manual,2,0
5719,273089,86663,140760,793,1,53,53,50883,3,1,3,53,1.73205,91.7987,1,1,Automatic,Automatic,1.732050943,0
5722,273084,86656,140750,1274,1,10,40,299568,6,1,6,40,2.44949,97.9796,2,1,Manual,Manual,9.79796,0
5723,273082,86654,140747,2116,1,20,60,191061,2,1,2,60,1.41421,84.8528,2,1,Manual,Manual,4.24264,0
5724,273065,86633,140710,493,1,9,18,191061,1,1,1,18,1,18,2,1,Manual,Manual,2,0
5725,273063,86630,140704,2,1,5,10,53802,1,1,1,10,1,10,2,1,Manual,Manual,2,0
5726,273056,86618,140685,1,1,13,26,53802,1,1,1,26,1,26,2,1,Manual,Manual,2,0
5727,273052,86614,140677,2,1,8,8,53821,1,2,1,8,1.41421,11.3137,2,1,Manual,Manual,1.4142125,0
5730,273039,86600,140652,438,1,10,20,53821,1,1,1,20,1,20,2,1,Manual,Manual,2,0
5735,273029,86589,140634,199,1,9,9,50866,1,2,1,9,1.41421,12.7279,2,1,Manual,Manual,1.414211111,0
5738,273009,86565,140605,1659,1,3,6,53818,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5747,272990,86542,140568,29,1,18,18,299564,1,1,1,18,1,18,2,1,Manual,Manual,1,0
5748,272985,86537,140561,655,1,12,24,50866,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
5753,272971,86522,140538,2,1,3,3,381091,1,1,1,3,1,3,2,1,Manual,Manual,1,0
5754,272968,86519,140534,1121,1,15,60,299564,2,1,2,60,1.41421,84.8528,2,1,Manual,Manual,5.656853333,0
5759,272962,86512,140522,2,1,5,10,50780,1,1,1,10,1,10,2,1,Manual,Manual,2,0
5772,272937,86486,140481,710,1,40,80,50883,2,1,2,80,1.41421,113.137,1,1,Automatic,Automatic,2.828425,0
5775,272934,86483,140476,617,1,24,48,50866,1,1,1,48,1,48,2,1,Manual,Manual,2,0
5782,272923,86471,140458,516,1,5,5,299568,1,1,1,5,1,5,2,1,Manual,Manual,1,0
5783,272921,86469,140456,1,1,15,15,50780,1,1,1,15,1,15,2,1,Manual,Manual,1,0
5784,272917,86465,140450,6149,1,20,40,0,1,1,1,40,1,40,2,1,Manual,Manual,2,0
5789,272900,86448,140425,1,1,2,2,53802,1,2,1,2,1.41421,2.82843,2,1,Manual,Manual,1.414215,0
5790,272899,86447,140423,129,1,3,3,53821,1,2,1,3,1.41421,4.24264,2,1,Manual,Manual,1.414213333,0
5791,272898,86446,140421,75,1,33,33,180470,1,2,1,33,1.41421,46.669,2,1,Manual,Manual,1.414212121,0
5796,272872,86414,140377,3,1,4,8,53802,1,1,1,8,1,8,2,1,Manual,Manual,2,0
5797,272870,86412,140373,1,1,4,8,50780,1,1,1,8,1,8,2,1,Manual,Manual,2,0
5798,272867,86409,140368,2574,1,27,81,179624,2,1,2,81,1.41421,114.551,2,1,Manual,Manual,4.24262963,0
5799,272865,86407,140365,807,1,16,32,191061,1,1,1,32,1,32,2,1,Manual,Manual,2,0
5804,272859,86401,140355,1,1,3,6,53802,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5805,272856,86397,140350,2,1,4,12,299564,2,1,2,12,1.41421,16.9706,2,1,Manual,Manual,4.24265,0
5806,272854,86395,140347,1136,1,85,85,53813,2,1,2,85,1.41421,120.208,1,1,Automatic,Automatic,1.414211765,0
5809,272849,86388,140337,2,1,12,24,53802,1,2,1,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
5810,272847,86386,140334,1,1,30,30,242848,1,2,1,30,1.41421,42.4264,2,1,Manual,Manual,1.414213333,0
5811,272836,86370,140310,3,1,24,48,299564,1,1,1,48,1,48,2,1,Manual,Manual,2,0
5812,272835,86369,140332,1332,1,14,28,179624,1,2,4,28,2.82843,79.196,2,1,Manual,Manual,5.656857143,0
5813,272834,86368,140305,4683,1,40,80,190801,1,1,1,80,1,80,2,1,Manual,Manual,2,0
5818,272820,86353,140282,396,1,13,26,179624,1,1,1,26,1,26,2,1,Manual,Manual,2,0
5819,272818,86351,140280,2,1,7,14,53802,1,1,1,14,1,14,2,1,Manual,Manual,2,0
5824,272808,86341,140263,0,1,10,20,53802,1,1,1,20,1,20,2,1,Manual,Manual,2,0
5829,272792,86321,140234,802,1,14,56,299567,2,1,2,56,1.41421,79.196,2,1,Manual,Manual,5.656857143,0
5830,272789,86318,140228,1,1,18,36,53821,1,2,1,36,1.41421,50.9117,2,1,Manual,Manual,2.828427778,0
5831,272785,86312,140218,1138,1,50,100,53823,1,1,1,100,1,100,1,0,Automatic,Manual,2,0
5834,272775,86301,140199,801,1,7,14,191061,1,1,1,14,1,14,2,1,Manual,Manual,2,0
5835,272770,86296,140192,12,1,4,8,299568,1,1,1,8,1,8,2,1,Manual,Manual,2,0
5836,272767,86293,140187,1179,1,5,10,299564,1,1,1,10,1,10,2,1,Manual,Manual,2,0
5837,272760,86285,140176,443,1,11,11,50866,1,1,1,11,1,11,2,1,Manual,Manual,1,0
5840,272754,86279,140165,376,1,6,12,50866,1,1,1,12,1,12,2,1,Manual,Manual,2,0
5841,272744,86268,140148,1,1,24,72,53802,1,1,1,72,1,72,2,1,Manual,Manual,3,0
5844,272726,86245,140110,1316,1,15,30,50866,2,1,2,30,1.41421,42.4264,2,1,Manual,Manual,2.828426667,0
5845,272722,86241,140104,1153,1,17,51,0,2,1,2,51,1.41421,72.1249,2,1,Manual,Manual,4.242641176,0
5852,272695,86212,140048,456,1,12,24,191063,1,1,1,24,1,24,2,1,Manual,Manual,2,0
5853,272684,86199,140030,180,1,7,14,179624,1,1,1,14,1,14,2,1,Manual,Manual,2,0
5854,272683,86198,140029,2,1,10,10,180470,1,1,1,10,1,10,2,1,Manual,Manual,1,0
5857,272679,86194,140022,2,1,7,7,53818,1,1,1,7,1,7,2,1,Manual,Manual,1,0
5858,272677,86192,140020,164,1,50,100,53813,1,1,1,100,1,100,1,0,Automatic,Manual,2,0
5859,272676,86191,140018,1,1,22,22,191061,1,2,1,22,1.41421,31.1127,2,1,Manual,Manual,1.414213636,0
5860,272674,86189,140015,2,1,18,36,53802,1,1,1,36,1,36,2,1,Manual,Manual,2,0
5867,272664,86179,140255,15,1,12,36,179624,2,3,2,36,2.44949,88.1816,2,1,Manual,Manual,7.348466667,0
5868,272663,86178,139999,3008,1,9,9,53818,1,1,1,9,1,9,2,1,Manual,Manual,1,0
5871,272658,86172,139992,190,1,4,8,179624,1,1,1,8,1,8,2,1,Manual,Manual,2,0
5872,272656,86170,139989,1630,1,22,44,299568,1,2,1,44,1.41421,62.2254,2,1,Manual,Manual,2.828427273,0
5873,272651,86164,139977,1180,1,25,50,191061,2,2,2,50,2,100,2,1,Manual,Manual,4,0
5874,272646,86158,139966,1428,1,15,45,179624,3,2,3,45,2.44949,110.227,2,1,Manual,Manual,7.348466667,0
5881,272629,86141,139933,330,1,3,6,299568,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5884,272626,86138,139929,2,1,15,45,0,2,1,2,45,1.41421,63.6396,2,1,Manual,Manual,4.24264,0
5885,272623,86135,139925,1,1,17,17,53802,1,1,1,17,1,17,2,1,Manual,Manual,1,0
5886,272618,86129,139917,955,1,20,40,53821,1,1,1,40,1,40,2,1,Manual,Manual,2,0
5891,272606,86117,139898,269,1,36,72,242885,1,1,1,72,1,72,1,0,Automatic,Manual,2,0
5892,272602,86113,139892,350,1,14,14,50866,1,1,1,14,1,14,2,1,Manual,Manual,1,0
5893,272599,86110,139889,1446,1,4,12,299568,1,1,1,12,1,12,2,1,Manual,Manual,3,0
5894,272596,86107,139885,634,1,14,14,53821,1,1,1,14,1,14,2,1,Manual,Manual,1,0
5895,272581,86091,139861,3,1,3,12,53802,2,1,2,12,1.41421,16.9706,2,1,Manual,Manual,5.656866667,0
5896,272573,86080,139842,2,1,4,4,53802,1,2,1,4,1.41421,5.65685,2,1,Manual,Manual,1.4142125,0
5897,272572,86079,139841,2,1,10,30,53818,3,1,3,30,1.73205,51.9615,2,1,Manual,Manual,5.19615,0
5900,272568,86075,139834,830,1,11,33,191061,1,1,1,33,1,33,2,1,Manual,Manual,3,0
5903,272566,86073,139831,1656,1,15,45,50866,2,1,2,45,1.41421,63.6396,2,1,Manual,Manual,4.24264,0
5904,272554,86060,139806,2,1,13,26,53802,1,1,1,26,1,26,2,1,Manual,Manual,2,0
5909,272531,86035,139761,5016,1,25,25,53818,1,1,1,25,1,25,2,1,Manual,Manual,1,0
5914,272522,86025,139744,251,1,10,10,53821,1,2,1,10,1.41421,14.1421,2,1,Manual,Manual,1.41421,0
5917,272518,86021,139738,808,1,125,125,53823,1,1,1,125,1,125,1,1,Automatic,Automatic,1,0
5918,272517,86020,139737,572,1,30,60,242885,1,1,1,60,1,60,1,0,Automatic,Manual,2,0
5919,272513,86014,139727,1,1,15,15,53802,1,2,1,15,1.41421,21.2132,2,1,Manual,Manual,1.414213333,0
5922,272503,86004,139712,1,1,3,3,191063,1,1,1,3,1,3,2,1,Manual,Manual,1,0
5923,272499,86000,139707,543,1,15,15,191061,1,1,1,15,1,15,2,1,Manual,Manual,1,0
5924,272497,85997,139703,313,1,3,3,50866,1,1,1,3,1,3,2,1,Manual,Manual,1,0
5927,272492,85992,139693,2331,1,17,51,299568,2,2,2,51,2,102,2,1,Manual,Manual,6,0
5928,272489,85989,139688,0,1,11,22,53802,1,2,1,22,1.41421,31.1127,2,1,Manual,Manual,2.828427273,0
5929,272483,85982,139674,1,1,6,12,53821,2,2,2,12,2,24,2,1,Manual,Manual,4,0
5938,272449,85938,139606,2,1,14,14,53802,1,2,1,14,1.41421,19.799,2,1,Manual,Manual,1.414214286,0
5939,272444,85933,139599,1,1,31,62,53821,1,1,1,62,1,62,2,1,Manual,Manual,2,0
5940,272442,85931,139596,2471,1,11,33,299568,2,2,2,33,2,66,2,1,Manual,Manual,6,0
5941,272440,85929,139594,325,1,16,16,179624,1,1,1,16,1,16,2,1,Manual,Manual,1,0
5944,272437,85926,139589,710,1,6,24,179624,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,5.65685,0
5951,272421,85907,139561,1680,1,7,21,299568,2,1,2,21,1.41421,29.6985,2,1,Manual,Manual,4.242642857,0
5952,272419,85905,139558,645,1,15,30,179624,1,1,1,30,1,30,2,1,Manual,Manual,2,0
5953,272411,85896,139547,523,1,3,6,50866,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5956,272409,85894,139543,829,1,28,28,179624,1,2,1,28,1.41421,39.598,2,1,Manual,Manual,1.414214286,0
5967,272391,85875,139510,625,1,11,22,299568,1,1,1,22,1,22,2,1,Manual,Manual,2,0
5970,272389,85873,139506,2,1,3,9,53802,2,2,2,9,2,18,2,1,Manual,Manual,6,0
5971,272387,85871,139503,2,1,18,18,53802,1,1,1,18,1,18,2,1,Manual,Manual,1,0
5976,272383,85867,139496,630,1,13,26,299568,1,1,1,26,1,26,2,1,Manual,Manual,2,0
5981,272360,85837,139446,480,1,15,30,179624,1,2,1,30,1.41421,42.4264,2,1,Manual,Manual,2.828426667,0
5982,272359,85836,139445,2,1,3,6,53802,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5983,272355,85828,139435,2,1,25,50,191061,2,1,2,50,1.41421,70.7107,2,1,Manual,Manual,2.828428,0
5988,272347,85820,139422,1,1,11,22,50780,1,2,1,22,1.41421,31.1127,2,1,Manual,Manual,2.828427273,0
5989,272346,85819,139420,2,1,9,27,53802,2,2,2,27,2,54,2,1,Manual,Manual,6,0
5998,272339,85812,139408,375,1,14,42,299568,1,1,1,42,1,42,2,1,Manual,Manual,3,0
6005,272323,85795,139383,219,1,6,12,179624,2,1,2,12,1.41421,16.9706,2,1,Manual,Manual,2.828433333,0
6008,272314,85786,139368,4357,1,12,12,53818,1,1,1,12,1,12,2,1,Manual,Manual,1,0
6011,272310,85781,139359,1,1,4,8,53802,1,2,1,8,1.41421,11.3137,2,1,Manual,Manual,2.828425,0
6012,272305,85776,139352,3,1,25,75,53802,4,1,4,75,2,150,2,1,Manual,Manual,6,0
6013,272304,85775,139351,6,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
6024,272290,85761,139328,487,1,6,12,299564,1,1,1,12,1,12,2,1,Manual,Manual,2,0
6025,272289,85760,139327,532,1,4,4,299564,1,1,1,4,1,4,2,1,Manual,Manual,1,0
6028,272285,85756,139322,4239,1,8,16,53818,1,1,1,16,1,16,2,1,Manual,Manual,2,0
6031,272281,85752,139316,471,1,12,24,299564,1,1,1,24,1,24,2,1,Manual,Manual,2,0
6032,272280,85751,139315,1157,1,15,15,242848,1,1,1,15,1,15,2,1,Manual,Manual,1,0
6033,272271,85740,139299,1,1,24,48,53818,1,1,1,48,1,48,1,0,Automatic,Manual,2,0
6034,272266,85735,139292,327,1,6,12,191061,2,1,2,12,1.41421,16.9706,2,1,Manual,Manual,2.828433333,0
6039,272262,85731,139284,168,1,3,3,242885,1,2,1,3,1.41421,4.24264,2,1,Manual,Manual,1.414213333,0
6040,272261,85730,139282,1265,1,23,46,53821,1,2,1,46,1.41421,65.0538,2,1,Manual,Manual,2.828426087,0
6043,272256,85725,139273,129,1,3,6,179624,1,1,1,6,1,6,2,1,Manual,Manual,2,0
6044,272252,85721,139267,1190,1,8,16,191063,1,1,1,16,1,16,2,1,Manual,Manual,2,0
6045,272247,85716,139259,7,1,8,16,299564,1,1,1,16,1,16,2,1,Manual,Manual,2,0
6046,272244,85713,139254,792,1,20,20,299568,1,1,1,20,1,20,2,1,Manual,Manual,1,0
6047,272242,85710,139250,1,1,3,3,53821,1,2,1,3,1.41421,4.24264,2,1,Manual,Manual,1.414213333,0
6048,272237,85702,139240,1756,1,20,80,299564,3,1,3,80,1.73205,138.564,2,1,Manual,Manual,6.9282,0
6049,272234,85699,139237,210,1,3,6,50866,1,1,1,6,1,6,2,1,Manual,Manual,2,0
6052,272222,85687,139217,2312,1,13,52,191063,3,1,3,52,1.73205,90.0666,2,1,Manual,Manual,6.9282,0
6053,272221,85686,139216,1,1,17,34,53802,1,1,1,34,1,34,2,1,Manual,Manual,2,0
6056,272216,85681,139208,3,1,12,12,180470,1,1,1,12,1,12,2,1,Manual,Manual,1,0
6057,272213,85678,139204,897,1,8,24,191063,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,4.2426375,0
6062,272208,85672,139195,650,1,14,28,299564,1,1,1,28,1,28,2,1,Manual,Manual,2,0
6065,272201,85664,139181,3,1,12,24,53821,1,1,1,24,1,24,2,1,Manual,Manual,2,0
6076,272162,85622,139111,2,1,3,3,53802,1,1,1,3,1,3,2,1,Manual,Manual,1,0
6081,272143,85600,139073,1,1,6,12,53802,1,1,1,12,1,12,2,1,Manual,Manual,2,0
6082,272136,85592,139060,2022,1,12,12,53818,1,1,1,12,1,12,2,1,Manual,Manual,1,0
6087,272122,85572,139024,1,1,4,8,53802,1,2,1,16,1.41421,22.6274,2,1,Manual,Manual,5.65685,0
6088,272121,85571,139023,1904,1,150,150,53823,1,1,1,150,1,150,1,1,Automatic,Automatic,1,0
6091,272118,85565,139016,1,1,25,25,180470,1,1,1,25,1,25,2,1,Manual,Manual,1,0
6092,272113,85560,139009,3,1,23,46,53818,1,1,1,46,1,46,2,1,Manual,Manual,2,0
6093,272111,85558,139006,77,1,3,9,299568,2,1,2,9,1.41421,12.7279,2,1,Manual,Manual,4.242633333,0
6094,272108,85555,138999,2,1,3,6,299564,1,1,1,6,1,6,2,1,Manual,Manual,2,0
6095,272107,85554,138997,2,1,8,16,53802,1,2,1,16,1.41421,22.6274,2,1,Manual,Manual,2.828425,0
6096,272106,85553,138996,520,1,7,7,190801,1,1,1,7,1,7,2,1,Manual,Manual,1,0
6101,272099,85545,138983,3,1,88,176,242885,1,2,1,176,1.41421,248.902,1,1,Automatic,Automatic,2.828431818,0
6104,272094,85540,138975,2,1,12,12,50780,1,2,1,12,1.41421,16.9706,2,1,Manual,Manual,1.414216667,0
6105,272092,85538,138972,1137,1,36,72,299565,1,1,1,72,1,72,2,1,Manual,Manual,2,0
6112,272084,85530,138958,2,1,39,78,299568,1,1,1,78,1,78,2,1,Manual,Manual,2,0
6117,272070,85515,138929,2,1,3,9,53802,2,2,2,9,2,18,2,1,Manual,Manual,6,0
6122,272063,85507,138914,212,1,3,6,191063,1,1,1,6,1,6,2,1,Manual,Manual,2,0
6123,272061,85504,138911,1,1,35,70,53802,1,1,1,70,1,70,2,1,Manual,Manual,2,0
6124,272056,85496,138902,335,1,4,4,191061,1,1,1,4,1,4,2,1,Manual,Manual,1,0
6125,272054,85494,138897,2,1,6,30,53802,4,2,4,30,2.82843,84.8528,2,1,Manual,Manual,14.14213333,0
6126,272050,85490,138891,1,1,4,8,53802,1,2,1,8,1.41421,11.3137,2,1,Manual,Manual,2.828425,0
6129,272041,85479,138871,543,1,12,24,53821,1,2,1,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
6130,272036,85473,138861,2,1,10,20,53802,1,1,1,20,1,20,2,1,Manual,Manual,2,0
6133,272031,85468,138852,1980,1,45,45,299564,1,1,1,45,1,45,2,0,Manual,Automatic,1,0
6144,272017,85454,138830,2,1,6,12,53802,1,2,1,12,1.41421,16.9706,2,1,Manual,Manual,2.828433333,0
6145,272016,85453,138829,8448,1,10,20,50866,1,1,1,20,1,20,2,1,Manual,Manual,2,0
6146,272006,85443,138814,710,1,40,40,242885,1,1,1,40,1,40,1,0,Automatic,Manual,1,0
6155,271986,85422,138776,1229,1,40,80,299564,1,1,1,80,1,80,2,1,Manual,Manual,2,0
6156,271983,85419,138772,762,1,18,36,179624,1,2,1,36,1.41421,50.9117,2,1,Manual,Manual,2.828427778,0
6163,271970,85406,138751,2323,1,24,96,53818,3,1,3,96,1.73205,166.277,2,1,Manual,Manual,6.928208333,0
6164,271967,85403,138747,2,1,32,64,53802,1,1,1,64,1,64,2,1,Manual,Manual,2,0
6171,271950,85386,138719,2,1,25,50,53802,1,2,1,50,1.41421,70.7107,2,1,Manual,Manual,2.828428,0
6172,271939,85373,138699,1435,1,14,14,50866,1,2,1,14,1.41421,19.799,2,1,Manual,Manual,1.414214286,0
6173,271938,85372,138698,2895,1,60,60,191063,1,2,1,60,1.41421,84.8528,2,1,Manual,Manual,1.414213333,0
6180,271930,85364,138684,3874,1,25,50,191063,1,1,1,50,1,50,2,1,Manual,Manual,2,0
6189,271917,85351,138662,2,1,3,3,53802,1,1,1,3,1,3,2,1,Manual,Manual,1,0
6196,271900,85333,138631,2850,1,22,110,299564,4,1,4,110,2,220,2,1,Manual,Manual,10,0
6199,271894,85326,138619,1239,1,5,10,242848,1,1,1,10,1,10,2,1,Manual,Manual,2,0
6202,271881,85313,138601,1,1,24,24,50780,1,1,1,24,1,24,2,1,Manual,Manual,1,0
6205,271875,85304,138586,618,1,7,7,53821,1,1,1,7,1,7,2,1,Manual,Manual,1,0
6206,271870,85298,138578,1,1,6,12,53802,1,1,1,12,1,12,2,1,Manual,Manual,2,0
6207,271869,85297,138577,3010,1,10,10,53818,1,1,1,10,1,10,2,1,Manual,Manual,1,0
6208,271855,85282,138550,1092,1,18,36,191063,2,1,2,36,1.41421,50.9117,2,1,Manual,Manual,2.828427778,0
6209,271849,85276,138538,728,1,8,24,179624,2,2,2,24,2,48,2,1,Manual,Manual,6,0
6210,271845,85272,138532,1058,1,25,50,191063,2,1,2,50,1.41421,70.7107,2,1,Manual,Manual,2.828428,0
6213,271837,85263,138520,1554,1,26,26,191061,1,2,1,26,1.41421,36.7696,2,1,Manual,Manual,1.414215385,0
6220,271820,85241,138487,2488,1,400,400,53823,2,1,2,400,1.41421,565.685,1,1,Automatic,Automatic,1.4142125,0
6221,271819,85240,138486,1055,1,52,52,242848,1,2,1,52,1.41421,73.5391,2,1,Manual,Manual,1.414213462,0
6226,271808,85229,138469,1994,1,20,40,242848,1,1,1,40,1,40,2,1,Manual,Manual,2,0
6227,271807,85228,138468,883,1,10,40,50866,2,1,2,40,1.41421,56.5685,2,1,Manual,Manual,5.65685,0
6228,271806,85227,138467,509,1,8,8,53821,1,1,1,8,1,8,2,1,Manual,Manual,1,0
6229,271801,85221,138457,730,1,43,43,50883,1,1,1,43,1,43,1,0,Automatic,Manual,1,0
6230,271796,85216,138450,357,1,4,4,179624,1,1,1,4,1,4,2,1,Manual,Manual,1,0
6235,271790,85209,138439,53847,1,21,21,53818,1,1,1,21,1,21,2,1,Manual,Manual,1,0
6236,271787,85205,138432,2,1,6,24,53802,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,5.65685,0
6237,271784,85202,138427,587,1,3,6,191061,1,1,1,6,1,6,2,1,Manual,Manual,2,0
6240,271768,85185,138405,288,1,32,32,53823,2,1,2,32,1.41421,45.2548,1,0,Automatic,Manual,1.4142125,0
6241,271766,85183,138402,2,1,4,16,53802,2,1,2,16,1.41421,22.6274,2,1,Manual,Manual,5.65685,0
6242,271758,85174,138390,1,1,15,30,53802,2,2,2,30,2,60,2,1,Manual,Manual,4,0
6245,271755,85171,138385,808,1,29,29,179624,1,1,1,29,1,29,2,1,Manual,Manual,1,0
6252,271744,85160,138367,302,1,5,10,179624,1,1,1,10,1,10,2,1,Manual,Manual,2,0
6255,271740,85155,138359,1,1,6,6,53821,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,1.414213333,0
